Current (mA),Time (ms)
0.0,97.0
2.21,10291.0
1.742,10562.0
1.613,10833.0
1.558,11107.0
1.531,11378.0
1.534,11649.0
1.551,11919.0
1.584,12190.0
1.624,12461.0
1.675,12731.0
1.727,13001.0
1.778,13272.0
1.832,13543.0
1.876,13813.0
1.923,14085.0
1.956,14359.0
1.985,14629.0
2.019,14901.0
2.041,15170.0
2.055,15440.0
2.069,15710.0
2.091,15983.0
2.117,16256.0
2.15,16528.0
2.18,16800.0
2.213,17071.0
2.254,17341.0
2.287,17611.0
2.325,17883.0
2.391,18155.0
2.465,18427.0
2.527,18701.0
2.569,18970.0
2.634,19241.0
2.734,19513.0
2.923,19786.0
3.022,20058.0
3.168,20331.0
3.343,20601.0
3.431,20873.0
3.669,21144.0
3.93,21415.0
3.944,21688.0
4.228,21960.0
4.304,22233.0
4.386,22505.0
4.517,22776.0
4.776,23048.0
4.677,23321.0
4.946,23594.0
5.176,23868.0
