Current (mA),Time (ms)
0.0,383.0
3.473,10574.0
3.319,10843.0
3.31,11116.0
3.355,11390.0
3.433,11664.0
3.531,11938.0
3.639,12212.0
3.74,12483.0
3.83,12757.0
3.913,13031.0
3.983,13302.0
4.051,13573.0
4.11,13844.0
4.161,14119.0
4.202,14390.0
4.237,14663.0
4.266,14935.0
4.291,15208.0
4.31,15481.0
4.332,15753.0
4.35,16024.0
4.359,16294.0
4.366,16565.0
4.368,16838.0
4.37,17108.0
4.364,17379.0
4.351,17648.0
4.336,17920.0
4.321,18192.0
4.305,18461.0
4.289,18734.0
4.277,19003.0
4.257,19273.0
4.245,19545.0
4.234,19817.0
4.23,20088.0
4.228,20358.0
4.224,20628.0
4.221,20899.0
4.214,21171.0
4.21,21443.0
4.218,21717.0
4.211,21989.0
4.204,22261.0
4.209,22531.0
4.213,22802.0
4.209,23075.0
4.207,23348.0
4.199,23618.0
4.193,23890.0
4.198,24161.0
4.202,24434.0
4.197,24706.0
4.204,24976.0
4.201,25251.0
4.203,25524.0
4.202,25795.0
4.209,26066.0
4.211,26338.0
4.22,26610.0
4.224,26882.0
4.225,27156.0
4.23,27428.0
4.24,27702.0
4.244,27973.0
4.249,28247.0
4.267,28520.0
4.276,28792.0
4.284,29063.0
4.29,29333.0
4.295,29604.0
4.298,29877.0
4.307,30150.0
4.317,30422.0
4.339,30694.0
4.337,30967.0
4.348,31237.0
4.355,31511.0
4.359,31783.0
4.377,32055.0
4.377,32327.0
4.394,32598.0
4.401,32869.0
4.41,33142.0
4.437,33413.0
4.445,33684.0
4.452,33953.0
4.461,34225.0
4.474,34495.0
4.488,34769.0
4.503,35041.0
4.515,35314.0
4.534,35586.0
4.556,35858.0
4.567,36132.0
4.571,36405.0
4.59,36677.0
4.586,36949.0
4.619,37223.0
4.622,37494.0
4.634,37765.0
4.66,38039.0
4.689,38311.0
4.742,38583.0
4.762,38855.0
4.759,39127.0
4.777,39397.0
4.77,39668.0
4.779,39940.0
4.798,40209.0
4.799,40481.0
4.829,40752.0
4.861,41024.0
4.876,41295.0
4.9,41568.0
4.906,41840.0
4.917,42110.0
4.916,42383.0
4.936,42654.0
4.939,42926.0
4.972,43198.0
4.995,43471.0
5.013,43742.0
