Current (mA),Time (ms)
0.0,96.0
1.087,10292.0
1.209,10564.0
1.254,10835.0
1.303,11107.0
1.339,11379.0
1.333,11650.0
1.324,11922.0
1.346,12196.0
1.337,12466.0
1.353,12739.0
1.333,13011.0
1.379,13282.0
1.376,13555.0
1.383,13826.0
1.371,14098.0
1.406,14370.0
1.407,14641.0
1.41,14915.0
1.408,15186.0
1.4,15456.0
1.413,15730.0
1.441,16001.0
1.425,16270.0
1.438,16541.0
1.458,16814.0
1.443,17084.0
1.454,17356.0
1.474,17626.0
1.445,17896.0
1.391,18166.0
1.385,18438.0
1.35,18710.0
1.335,18982.0
1.312,19255.0
1.303,19526.0
1.283,19798.0
1.262,20071.0
1.307,20340.0
1.323,20612.0
1.291,20883.0
1.292,21158.0
1.264,21428.0
1.271,21698.0
1.293,21972.0
1.281,22244.0
1.231,22517.0
1.171,22788.0
1.129,23058.0
1.118,23329.0
1.129,23601.0
1.126,23874.0
1.106,24148.0
1.093,24420.0
1.077,24693.0
1.058,24967.0
1.042,25239.0
1.042,25510.0
1.055,25782.0
1.067,26053.0
1.076,26325.0
1.099,26596.0
1.119,26866.0
1.127,27139.0
1.131,27411.0
1.123,27685.0
1.115,27957.0
1.116,28229.0
1.121,28501.0
1.127,28772.0
1.128,29044.0
1.125,29315.0
1.119,29589.0
1.115,29861.0
1.111,30130.0
1.109,30404.0
1.109,30676.0
1.111,30946.0
1.113,31216.0
1.116,31487.0
1.12,31759.0
1.124,32031.0
1.129,32303.0
1.132,32574.0
1.136,32846.0
1.14,33117.0
1.145,33389.0
1.151,33658.0
1.158,33928.0
1.167,34198.0
1.174,34468.0
1.18,34741.0
1.185,35011.0
1.19,35284.0
1.221,35556.0
1.28,35828.0
1.272,36098.0
1.284,36372.0
1.283,36643.0
1.288,36915.0
1.289,37187.0
1.296,37460.0
1.322,37731.0
1.328,38005.0
1.308,38274.0
1.315,38547.0
1.344,38817.0
1.341,39089.0
1.357,39361.0
1.355,39633.0
1.384,39903.0
1.38,40176.0
1.383,40449.0
1.406,40718.0
1.446,40991.0
1.435,41263.0
1.48,41534.0
1.48,41805.0
1.51,42079.0
1.516,42350.0
1.583,42621.0
1.562,42893.0
1.583,43166.0
1.593,43437.0
1.612,43708.0
1.644,43978.0
1.654,44249.0
1.673,44521.0
1.726,44795.0
1.741,45066.0
1.744,45337.0
1.802,45612.0
1.792,45882.0
1.808,46153.0
1.828,46424.0
1.826,46694.0
1.85,46966.0
1.853,47239.0
1.879,47508.0
1.896,47780.0
1.947,48051.0
1.967,48325.0
2.023,48598.0
2.03,48870.0
2.041,49142.0
2.214,49410.0
2.209,49682.0
2.237,49952.0
2.222,50226.0
2.266,50498.0
2.281,50772.0
2.296,51045.0
2.335,51316.0
2.497,51588.0
2.543,51858.0
2.557,52130.0
2.545,52403.0
2.582,52677.0
2.694,52949.0
2.741,53221.0
2.717,53491.0
2.768,53761.0
2.857,54032.0
2.857,54304.0
2.901,54575.0
2.95,54846.0
2.909,55116.0
2.938,55387.0
3.019,55659.0
3.045,55929.0
3.079,56204.0
3.089,56477.0
3.115,56750.0
3.169,57022.0
3.298,57295.0
3.343,57568.0
3.293,57842.0
3.327,58115.0
3.436,58388.0
3.566,58661.0
3.638,58934.0
3.708,59208.0
3.737,59481.0
3.819,59752.0
3.799,60024.0
3.752,60297.0
3.764,60568.0
3.792,60843.0
3.895,61116.0
3.945,61388.0
4.234,61664.0
4.501,61938.0
4.493,62209.0
4.594,62480.0
4.544,62753.0
4.571,63028.0
4.594,63300.0
4.651,63572.0
4.686,63845.0
4.699,64116.0
4.668,64388.0
4.97,64662.0
5.001,64934.0
