Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.38,10336000.0,-87.336
1200.0,15.114,8766400.0,-87.669
1250.0,14.969,8497720.0,-87.379
1500.0,14.236,7458600.0,-87.431
1600.0,14.429,6893390.0,-87.942
1660.0,14.541,6591900.0,-88.15
2000.0,15.065,5281260.0,-88.925
2400.0,15.126,4378460.0,-88.793
2500.0,15.145,4202370.0,-88.761
3000.0,15.124,3507090.0,-88.968
3200.0,15.142,3284410.0,-88.918
3330.0,15.153,3153250.0,-88.898
4000.0,15.2,2617300.0,-88.923
4800.0,15.076,2198870.0,-89.031
5000.0,15.054,2114220.0,-89.156
6000.0,15.019,1765900.0,-89.165
6400.0,14.999,1657850.0,-89.16
6660.0,14.987,1594450.0,-89.156
8000.0,14.935,1331920.0,-89.131
9600.0,14.987,1106080.0,-89.224
10000.0,14.998,1061100.0,-89.232
12000.0,14.892,890501.0,-89.233
12500.0,14.904,854208.0,-89.237
15000.0,14.952,709582.0,-89.251
16000.0,14.945,665551.0,-89.249
16600.0,14.941,641668.0,-89.25
20000.0,14.92,533299.0,-89.248
24000.0,14.893,445252.0,-89.229
25000.0,14.886,427622.0,-89.225
30000.0,14.884,356410.0,-89.251
32000.0,14.872,334405.0,-89.242
33300.0,14.865,321512.0,-89.237
40000.0,14.831,268266.0,-89.21
48000.0,14.81,223860.0,-89.196
50000.0,14.806,214972.0,-89.193
60000.0,14.791,179324.0,-89.183
64000.0,14.781,168221.0,-89.178
66600.0,14.776,161719.0,-89.176
80000.0,14.749,134871.0,-89.173
96000.0,14.729,112545.0,-89.159
100000.0,14.725,108071.0,-89.152
120000.0,14.707,90165.0,-89.104
125000.0,14.698,86616.1,-89.102
150000.0,14.657,72382.9,-89.115
160000.0,14.642,67929.8,-89.087
166000.0,14.633,65511.6,-89.069
200000.0,14.594,54515.0,-88.966
240000.0,14.588,45453.3,-89.083
250000.0,14.587,43638.0,-89.108
300000.0,14.571,36406.0,-89.098
320000.0,14.548,34183.0,-89.114
333000.0,14.535,32879.2,-89.126
400000.0,14.482,27473.9,-89.206
480000.0,14.516,22838.5,-89.057
500000.0,14.524,21912.7,-89.031
600000.0,14.514,18273.3,-89.006
640000.0,14.514,17130.9,-89.003
666000.0,14.514,16462.0,-88.997
800000.0,14.52,13699.5,-88.975
960000.0,14.546,11395.7,-88.95
1000000.0,14.556,10932.5,-88.948
