Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.519,10958200.0,-88.182
1200.0,14.276,9286620.0,-88.444
1250.0,14.135,9005400.0,-88.143
1500.0,13.414,7910250.0,-88.221
1600.0,13.62,7304750.0,-88.652
1660.0,13.736,6980810.0,-88.909
2000.0,14.279,5575180.0,-89.585
2400.0,14.352,4615800.0,-89.341
2500.0,14.379,4427920.0,-89.338
3000.0,14.373,3691880.0,-89.505
3200.0,14.394,3455590.0,-89.437
3330.0,14.409,3317520.0,-89.404
4000.0,14.471,2750340.0,-89.386
4800.0,14.36,2309730.0,-89.478
5000.0,14.338,2220450.0,-89.583
6000.0,14.313,1853570.0,-89.554
6400.0,14.296,1739850.0,-89.54
6660.0,14.286,1673060.0,-89.529
8000.0,14.242,1396910.0,-89.474
9600.0,14.304,1159140.0,-89.525
10000.0,14.317,1111820.0,-89.539
12000.0,14.219,932937.0,-89.513
12500.0,14.233,894725.0,-89.512
15000.0,14.288,742740.0,-89.498
16000.0,14.283,696548.0,-89.49
16600.0,14.28,671487.0,-89.487
20000.0,14.267,557895.0,-89.463
24000.0,14.245,465618.0,-89.421
25000.0,14.239,447144.0,-89.411
30000.0,14.242,372538.0,-89.418
32000.0,14.232,349514.0,-89.404
33300.0,14.226,336028.0,-89.392
40000.0,14.196,280309.0,-89.346
48000.0,14.18,233858.0,-89.314
50000.0,14.176,224565.0,-89.307
60000.0,14.165,187288.0,-89.278
64000.0,14.156,175685.0,-89.269
66600.0,14.151,168892.0,-89.262
80000.0,14.128,140833.0,-89.243
96000.0,14.11,117513.0,-89.217
100000.0,14.106,112834.0,-89.201
120000.0,14.091,94135.5,-89.134
125000.0,14.081,90430.6,-89.129
150000.0,14.041,75573.0,-89.128
160000.0,14.026,70926.1,-89.094
166000.0,14.017,68402.7,-89.072
200000.0,13.978,56931.2,-88.951
240000.0,13.972,47464.2,-89.06
250000.0,13.971,45569.0,-89.084
300000.0,13.955,38019.9,-89.062
320000.0,13.931,35702.8,-89.073
333000.0,13.918,34342.4,-89.084
400000.0,13.863,28704.8,-89.157
480000.0,13.896,23861.4,-88.992
500000.0,13.904,22894.7,-88.962
600000.0,13.891,19095.8,-88.928
640000.0,13.89,17903.3,-88.921
666000.0,13.89,17205.1,-88.912
800000.0,13.892,14320.7,-88.882
960000.0,13.914,11914.7,-88.84
1000000.0,13.922,11431.9,-88.832
