Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.033,8825200.0,-88.628
1200.0,17.172,7661600.0,-82.728
1250.0,16.974,7444540.0,-82.874
1500.0,16.103,6549800.0,-84.822
1600.0,16.413,6052280.0,-86.811
1660.0,16.617,5763220.0,-87.68
2000.0,17.764,4479330.0,-89.344
2400.0,17.751,3735020.0,-88.562
2500.0,17.781,3579200.0,-88.403
3000.0,17.6,3014380.0,-90.193
3200.0,17.572,2830190.0,-89.754
3330.0,17.569,2720440.0,-89.497
4000.0,17.681,2249760.0,-88.535
4800.0,17.625,1880980.0,-88.64
5000.0,17.615,1807020.0,-88.675
6000.0,17.661,1502130.0,-88.838
6400.0,17.632,1410550.0,-88.845
6660.0,17.614,1356840.0,-88.853
8000.0,17.54,1134270.0,-88.885
9600.0,17.502,947349.0,-89.175
10000.0,17.497,909756.0,-89.254
12000.0,17.44,760541.0,-89.091
12500.0,17.446,729883.0,-89.109
15000.0,17.465,607565.0,-89.182
16000.0,17.45,570054.0,-89.116
16600.0,17.442,549701.0,-89.075
20000.0,17.412,456994.0,-88.841
24000.0,17.352,382177.0,-89.043
25000.0,17.34,367139.0,-89.099
30000.0,17.375,305320.0,-89.037
32000.0,17.343,286790.0,-89.222
33300.0,17.329,275835.0,-89.352
40000.0,17.344,229447.0,-90.058
48000.0,17.28,191892.0,-89.372
50000.0,17.278,184232.0,-89.217
60000.0,17.213,154104.0,-89.087
64000.0,17.201,144571.0,-89.077
66600.0,17.193,138991.0,-89.07
80000.0,17.158,115947.0,-89.046
96000.0,17.132,96770.3,-89.07
100000.0,17.125,92934.7,-89.062
120000.0,17.094,77587.3,-89.064
125000.0,17.092,74493.0,-89.057
150000.0,17.08,62119.0,-89.034
160000.0,17.059,58308.3,-89.022
166000.0,17.047,56240.0,-89.015
200000.0,16.992,46830.4,-88.979
240000.0,16.964,39089.6,-88.971
250000.0,16.957,37540.3,-88.969
300000.0,16.919,31353.2,-88.959
320000.0,16.917,29397.7,-88.97
333000.0,16.916,28252.3,-88.975
400000.0,16.909,23530.1,-89.001
480000.0,16.882,19639.1,-88.93
500000.0,16.876,18859.3,-88.912
600000.0,16.857,15734.0,-88.915
640000.0,16.858,14749.4,-88.915
666000.0,16.859,14172.8,-88.913
800000.0,16.869,11792.4,-88.909
960000.0,16.89,9814.33,-88.865
1000000.0,17.184,9260.67,-88.866
