Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.651,9554040.0,-87.444
1200.0,15.767,8312900.0,-81.227
1250.0,15.571,8084650.0,-81.347
1500.0,14.706,7162150.0,-83.582
1600.0,15.002,6610600.0,-85.709
1660.0,15.205,6294350.0,-86.729
2000.0,16.345,4867670.0,-88.685
2400.0,16.345,4055180.0,-87.947
2500.0,16.353,3890240.0,-87.754
3000.0,16.17,3280750.0,-89.759
3200.0,16.14,3081190.0,-89.307
3330.0,16.133,2961830.0,-89.027
4000.0,16.24,2448660.0,-88.047
4800.0,16.177,2048820.0,-88.208
5000.0,16.163,1968430.0,-88.249
6000.0,16.204,1636320.0,-88.457
6400.0,16.174,1536920.0,-88.48
6660.0,16.156,1478630.0,-88.492
8000.0,16.077,1236930.0,-88.562
9600.0,16.036,1033480.0,-88.901
10000.0,16.031,992656.0,-88.991
12000.0,15.972,830269.0,-88.836
12500.0,15.976,796840.0,-88.862
15000.0,15.992,663370.0,-88.962
16000.0,15.977,622511.0,-88.897
16600.0,15.968,600327.0,-88.855
20000.0,15.936,499233.0,-88.617
24000.0,15.873,417708.0,-88.854
25000.0,15.862,401297.0,-88.915
30000.0,15.895,333712.0,-88.864
32000.0,15.862,313521.0,-89.07
33300.0,15.848,301567.0,-89.215
40000.0,15.862,250849.0,-90.001
48000.0,15.797,209895.0,-89.261
50000.0,15.795,201507.0,-89.093
60000.0,15.729,168629.0,-88.961
64000.0,15.716,158207.0,-88.954
66600.0,15.709,152111.0,-88.95
80000.0,15.674,126917.0,-88.931
96000.0,15.647,105942.0,-88.967
100000.0,15.642,101736.0,-88.969
120000.0,15.61,84956.1,-88.972
125000.0,15.608,81566.3,-88.966
150000.0,15.596,68021.9,-88.948
160000.0,15.576,63854.8,-88.938
166000.0,15.564,61592.3,-88.931
200000.0,15.509,51302.8,-88.898
240000.0,15.482,42827.5,-88.896
250000.0,15.476,41130.3,-88.896
300000.0,15.438,34358.1,-88.89
320000.0,15.436,32215.3,-88.9
333000.0,15.435,30960.2,-88.907
400000.0,15.428,25786.1,-88.944
480000.0,15.401,21525.3,-88.871
500000.0,15.396,20671.1,-88.852
600000.0,15.375,17249.4,-88.859
640000.0,15.376,16170.5,-88.862
666000.0,15.377,15538.7,-88.862
800000.0,15.383,12930.1,-88.862
960000.0,15.4,10763.4,-88.825
1000000.0,15.692,10140.4,-88.828
