Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,17.712,8990440.0,-89.843
1200.0,16.874,7816080.0,-83.758
1250.0,16.671,7591900.0,-83.877
1500.0,15.836,6685490.0,-85.669
1600.0,16.149,6157240.0,-87.735
1660.0,16.347,5859920.0,-88.599
2000.0,17.521,4543830.0,-90.116
2400.0,17.542,3784010.0,-89.227
2500.0,17.558,3626040.0,-89.077
3000.0,17.394,3049660.0,-90.809
3200.0,17.372,2863280.0,-90.329
3330.0,17.37,2751850.0,-90.058
4000.0,17.492,2274600.0,-89.017
4800.0,17.448,1900450.0,-89.069
5000.0,17.438,1825350.0,-89.095
6000.0,17.492,1516400.0,-89.202
6400.0,17.466,1423860.0,-89.196
6660.0,17.451,1369490.0,-89.197
8000.0,17.386,1144440.0,-89.19
9600.0,17.352,955476.0,-89.449
10000.0,17.349,917463.0,-89.51
12000.0,17.298,766788.0,-89.315
12500.0,17.305,735828.0,-89.327
15000.0,17.328,612356.0,-89.37
16000.0,17.316,574501.0,-89.293
16600.0,17.308,553969.0,-89.249
20000.0,17.282,460462.0,-88.986
24000.0,17.224,385026.0,-89.168
25000.0,17.214,369847.0,-89.217
30000.0,17.251,307527.0,-89.134
32000.0,17.219,288854.0,-89.313
33300.0,17.205,277813.0,-89.44
40000.0,17.222,231057.0,-90.133
48000.0,17.159,193252.0,-89.425
50000.0,17.157,185528.0,-89.264
60000.0,17.093,155189.0,-89.118
64000.0,17.081,145589.0,-89.102
66600.0,17.073,139971.0,-89.094
80000.0,17.038,116767.0,-89.055
96000.0,17.011,97456.9,-89.066
100000.0,17.005,93593.9,-89.06
120000.0,16.972,78144.0,-89.052
125000.0,16.97,75028.1,-89.042
150000.0,16.957,62570.0,-89.007
160000.0,16.935,58735.1,-88.995
166000.0,16.923,56651.4,-88.984
200000.0,16.867,47179.4,-88.938
240000.0,16.836,39385.7,-88.922
250000.0,16.829,37826.2,-88.92
300000.0,16.789,31596.4,-88.902
320000.0,16.786,29627.7,-88.912
333000.0,16.784,28473.9,-88.915
400000.0,16.775,23718.2,-88.935
480000.0,16.745,19799.1,-88.859
500000.0,16.74,19013.7,-88.839
600000.0,16.718,15865.6,-88.838
640000.0,16.718,14873.8,-88.835
666000.0,16.718,14292.8,-88.833
800000.0,16.725,11894.3,-88.825
960000.0,16.743,9900.75,-88.78
1000000.0,17.037,9340.79,-88.786
