Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.639,9560820.0,-88.285
1200.0,16.4,8084130.0,-88.55
1250.0,16.247,7832590.0,-88.242
1500.0,15.515,6829330.0,-88.313
1600.0,15.729,6323190.0,-88.708
1660.0,15.846,6048970.0,-88.907
2000.0,16.381,4857490.0,-89.51
2400.0,16.454,4027640.0,-89.363
2500.0,16.479,3863000.0,-89.301
3000.0,16.468,3221200.0,-89.445
3200.0,16.491,3015910.0,-89.381
3330.0,16.504,2896020.0,-89.349
4000.0,16.56,2402780.0,-89.339
4800.0,16.443,2016210.0,-89.405
5000.0,16.422,1938450.0,-89.504
6000.0,16.393,1618210.0,-89.48
6400.0,16.374,1518770.0,-89.466
6660.0,16.363,1460430.0,-89.455
8000.0,16.317,1219320.0,-89.407
9600.0,16.375,1012480.0,-89.45
10000.0,16.385,971362.0,-89.462
12000.0,16.281,814553.0,-89.44
12500.0,16.295,781374.0,-89.435
15000.0,16.345,649168.0,-89.425
16000.0,16.338,608808.0,-89.418
16600.0,16.335,586957.0,-89.413
20000.0,16.317,487715.0,-89.393
24000.0,16.289,407094.0,-89.353
25000.0,16.284,390960.0,-89.348
30000.0,16.282,325833.0,-89.354
32000.0,16.27,305698.0,-89.341
33300.0,16.262,293898.0,-89.334
40000.0,16.228,245175.0,-89.294
48000.0,16.207,204575.0,-89.268
50000.0,16.203,196453.0,-89.263
60000.0,16.186,163871.0,-89.24
64000.0,16.177,153720.0,-89.232
66600.0,16.171,147775.0,-89.228
80000.0,16.143,123239.0,-89.213
96000.0,16.12,102833.0,-89.195
100000.0,16.117,98747.8,-89.181
120000.0,16.097,82391.6,-89.126
125000.0,16.087,79145.6,-89.123
150000.0,16.043,66133.1,-89.126
160000.0,16.027,62062.1,-89.097
166000.0,16.018,59852.4,-89.08
200000.0,15.976,49808.1,-88.977
240000.0,15.967,41529.0,-89.078
250000.0,15.966,39872.1,-89.098
300000.0,15.946,33266.7,-89.083
320000.0,15.923,31233.7,-89.095
333000.0,15.909,30040.8,-89.108
400000.0,15.854,25098.2,-89.172
480000.0,15.886,20869.9,-89.03
500000.0,15.894,20025.7,-89.005
600000.0,15.882,16700.1,-88.978
640000.0,15.883,15656.1,-88.971
666000.0,15.883,15044.6,-88.966
800000.0,15.889,12519.8,-88.939
960000.0,15.918,10413.9,-88.901
1000000.0,15.928,9991.32,-88.889
