Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.286,9766730.0,-90.163
1200.0,15.466,8525720.0,-83.559
1250.0,15.271,8287470.0,-83.719
1500.0,14.458,7313170.0,-85.791
1600.0,14.766,6733580.0,-87.937
1660.0,14.98,6400360.0,-88.896
2000.0,16.155,4925100.0,-90.507
2400.0,16.169,4096600.0,-89.552
2500.0,16.206,3928090.0,-89.343
3000.0,16.055,3303960.0,-91.216
3200.0,16.036,3101470.0,-90.711
3330.0,16.036,2980300.0,-90.406
4000.0,16.172,2460530.0,-89.275
4800.0,16.134,2055310.0,-89.329
5000.0,16.127,1973860.0,-89.347
6000.0,16.192,1638320.0,-89.455
6400.0,16.17,1538000.0,-89.447
6660.0,16.156,1479220.0,-89.44
8000.0,16.099,1235660.0,-89.43
9600.0,16.08,1031250.0,-89.7
10000.0,16.076,990064.0,-89.771
12000.0,16.035,827125.0,-89.555
12500.0,16.044,793645.0,-89.566
15000.0,16.076,660031.0,-89.605
16000.0,16.067,619152.0,-89.522
16600.0,16.061,596991.0,-89.472
20000.0,16.044,495991.0,-89.185
24000.0,15.995,414597.0,-89.377
25000.0,15.986,398258.0,-89.429
30000.0,16.031,330934.0,-89.338
32000.0,16.003,310810.0,-89.528
33300.0,15.991,298909.0,-89.665
40000.0,16.016,248450.0,-90.404
48000.0,15.961,207755.0,-89.645
50000.0,15.961,199432.0,-89.472
60000.0,15.904,166787.0,-89.315
64000.0,15.895,156455.0,-89.297
66600.0,15.889,150400.0,-89.288
80000.0,15.862,125421.0,-89.246
96000.0,15.844,104640.0,-89.258
100000.0,15.841,100474.0,-89.255
120000.0,15.815,83863.0,-89.243
125000.0,15.815,80511.0,-89.233
150000.0,15.81,67113.7,-89.196
160000.0,15.791,62991.6,-89.18
166000.0,15.781,60753.9,-89.171
200000.0,15.732,50583.9,-89.123
240000.0,15.71,42211.2,-89.107
250000.0,15.705,40535.4,-89.103
300000.0,15.672,33849.4,-89.084
320000.0,15.672,31734.2,-89.092
333000.0,15.671,30497.0,-89.098
400000.0,15.669,25392.3,-89.119
480000.0,15.647,21189.9,-89.037
500000.0,15.643,20347.8,-89.017
600000.0,15.626,16974.5,-89.015
640000.0,15.628,15911.3,-89.014
666000.0,15.63,15289.4,-89.012
800000.0,15.641,12719.0,-89.004
960000.0,15.661,10585.1,-88.96
1000000.0,15.956,9974.18,-88.961
