Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,21.099,7559460.0,-83.143
1200.0,20.604,6452930.0,-83.364
1250.0,20.403,6252050.0,-83.118
1500.0,19.431,5469530.0,-83.085
1600.0,19.556,5099130.0,-83.479
1660.0,19.619,4898560.0,-83.704
2000.0,19.916,4007330.0,-84.441
2400.0,19.775,3365060.0,-84.462
2500.0,19.751,3235810.0,-84.491
3000.0,19.541,2727340.0,-84.778
3200.0,19.49,2563040.0,-84.787
3330.0,19.456,2466620.0,-84.797
4000.0,19.307,2067910.0,-84.986
4800.0,19.008,1750280.0,-85.213
5000.0,18.944,1685730.0,-85.347
6000.0,18.745,1419480.0,-85.538
6400.0,18.664,1336240.0,-85.609
6660.0,18.613,1287470.0,-85.656
8000.0,18.413,1083110.0,-85.833
9600.0,18.33,906399.0,-86.124
10000.0,18.307,871037.0,-86.181
12000.0,18.083,734678.0,-86.368
12500.0,18.068,705747.0,-86.419
15000.0,18.009,589888.0,-86.642
16000.0,17.969,554278.0,-86.714
16600.0,17.945,534965.0,-86.758
20000.0,17.834,446737.0,-86.956
24000.0,17.726,374500.0,-87.126
25000.0,17.703,359976.0,-87.163
30000.0,17.632,301164.0,-87.361
32000.0,17.597,282894.0,-87.412
33300.0,17.575,272180.0,-87.445
40000.0,17.482,227754.0,-87.578
48000.0,17.411,190559.0,-87.71
50000.0,17.395,183105.0,-87.739
60000.0,17.337,153097.0,-87.859
64000.0,17.313,143726.0,-87.898
66600.0,17.297,138232.0,-87.922
80000.0,17.232,115510.0,-88.03
96000.0,17.179,96552.8,-88.118
100000.0,17.167,92752.3,-88.13
120000.0,17.118,77510.0,-88.174
125000.0,17.102,74482.4,-88.193
150000.0,17.033,62318.7,-88.277
160000.0,17.008,58508.3,-88.277
166000.0,16.994,56441.1,-88.275
200000.0,16.93,47016.3,-88.246
240000.0,16.901,39251.6,-88.4
250000.0,16.894,37695.9,-88.433
300000.0,16.855,31483.9,-88.469
320000.0,16.826,29569.1,-88.5
333000.0,16.808,28444.5,-88.518
400000.0,16.735,23783.2,-88.623
480000.0,16.751,19799.6,-88.522
500000.0,16.754,19003.9,-88.507
600000.0,16.726,15862.8,-88.512
640000.0,16.72,14876.6,-88.514
666000.0,16.717,14298.8,-88.514
800000.0,16.704,11912.2,-88.513
960000.0,16.715,9920.46,-88.495
1000000.0,16.72,9520.76,-88.491
