Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,24.36,4970.4,-0.043
1200.0,22.159,4970.09,-0.047
1250.0,21.565,4969.81,-0.048
1500.0,20.158,4969.66,-0.054
1600.0,20.015,4969.72,-0.057
1660.0,20.233,4969.78,-0.06
2000.0,20.57,4969.57,-0.074
2400.0,19.993,4969.1,-0.085
2500.0,19.811,4969.05,-0.088
3000.0,19.087,4969.09,-0.102
3200.0,18.879,4969.06,-0.108
3330.0,18.768,4968.86,-0.112
4000.0,18.39,4968.66,-0.132
4800.0,17.988,4968.45,-0.154
5000.0,17.854,4968.39,-0.16
6000.0,17.632,4968.13,-0.189
6400.0,17.497,4968.13,-0.2
6660.0,17.398,4968.0,-0.207
8000.0,17.092,4967.71,-0.245
9600.0,16.893,4967.85,-0.29
10000.0,16.852,4967.83,-0.301
12000.0,16.657,4967.41,-0.358
12500.0,16.637,4967.29,-0.372
15000.0,16.505,4966.94,-0.443
16000.0,16.465,4966.69,-0.471
16600.0,16.418,4966.59,-0.488
20000.0,16.312,4965.91,-0.583
24000.0,16.157,4965.72,-0.693
25000.0,16.125,4965.7,-0.721
30000.0,16.082,4964.86,-0.861
32000.0,16.041,4965.02,-0.918
33300.0,16.017,4965.14,-0.953
40000.0,15.966,4965.75,-1.142
48000.0,15.849,4963.59,-1.36
50000.0,15.836,4962.92,-1.415
60000.0,15.727,4961.26,-1.686
64000.0,15.7,4960.69,-1.795
66600.0,15.684,4960.27,-1.866
80000.0,15.617,4958.15,-2.231
96000.0,15.564,4955.46,-2.666
100000.0,15.553,4954.66,-2.775
120000.0,15.5,4950.85,-3.317
125000.0,15.495,4949.79,-3.453
150000.0,15.466,4943.82,-4.132
160000.0,15.44,4941.27,-4.399
166000.0,15.425,4939.65,-4.558
200000.0,15.357,4929.91,-5.459
240000.0,15.318,4916.93,-6.521
250000.0,15.309,4913.44,-6.786
300000.0,15.263,4894.12,-8.094
320000.0,15.259,4885.73,-8.62
333000.0,15.255,4880.15,-8.961
400000.0,15.242,4848.18,-10.703
480000.0,15.209,4802.45,-12.726
500000.0,15.203,4790.06,-13.225
600000.0,15.176,4724.68,-15.682
640000.0,15.174,4696.05,-16.651
666000.0,15.174,4676.83,-17.275
800000.0,15.175,4570.59,-20.404
960000.0,15.185,4429.85,-23.937
1000000.0,15.475,4378.0,-25.194
