Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.899,10005700.0,-88.244
1200.0,15.645,8473410.0,-88.579
1250.0,15.517,8203890.0,-88.24
1500.0,14.763,7164100.0,-88.294
1600.0,14.996,6633420.0,-88.732
1660.0,15.114,6344600.0,-88.942
2000.0,15.655,5084410.0,-89.595
2400.0,15.749,4214900.0,-89.431
2500.0,15.754,4040290.0,-89.368
3000.0,15.751,3367950.0,-89.526
3200.0,15.774,3153470.0,-89.46
3330.0,15.787,3027320.0,-89.435
4000.0,15.846,2510370.0,-89.414
4800.0,15.734,2107250.0,-89.49
5000.0,15.715,2025420.0,-89.601
6000.0,15.691,1690440.0,-89.577
6400.0,15.674,1586560.0,-89.562
6660.0,15.663,1525590.0,-89.552
8000.0,15.622,1273440.0,-89.5
9600.0,15.682,1057090.0,-89.56
10000.0,15.694,1014060.0,-89.56
12000.0,15.596,850387.0,-89.538
12500.0,15.61,815635.0,-89.534
15000.0,15.663,677357.0,-89.522
16000.0,15.659,635203.0,-89.515
16600.0,15.656,612367.0,-89.51
20000.0,15.642,508744.0,-89.487
24000.0,15.619,424574.0,-89.451
25000.0,15.613,407717.0,-89.442
30000.0,15.615,339726.0,-89.449
32000.0,15.605,318708.0,-89.434
33300.0,15.598,306393.0,-89.427
40000.0,15.568,255560.0,-89.385
48000.0,15.551,213201.0,-89.358
50000.0,15.547,204726.0,-89.352
60000.0,15.535,170740.0,-89.329
64000.0,15.526,160154.0,-89.321
66600.0,15.521,153954.0,-89.316
80000.0,15.497,128365.0,-89.301
96000.0,15.479,107107.0,-89.277
100000.0,15.476,102834.0,-89.269
120000.0,15.459,85785.3,-89.213
125000.0,15.45,82401.9,-89.208
150000.0,15.41,68846.1,-89.212
160000.0,15.396,64605.2,-89.183
166000.0,15.387,62303.6,-89.164
200000.0,15.35,51835.4,-89.056
240000.0,15.344,43214.3,-89.163
250000.0,15.344,41487.8,-89.185
300000.0,15.328,34607.4,-89.168
320000.0,15.306,32493.3,-89.183
333000.0,15.292,31250.7,-89.192
400000.0,15.241,26103.8,-89.265
480000.0,15.277,21702.3,-89.115
500000.0,15.285,20822.8,-89.089
600000.0,15.276,17362.0,-89.06
640000.0,15.277,16275.8,-89.054
666000.0,15.278,15639.8,-89.049
800000.0,15.287,13013.2,-89.021
960000.0,15.318,10825.0,-88.993
1000000.0,15.328,10385.1,-89.004
