Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.863,8449050.0,-87.601
1200.0,18.575,7146740.0,-87.867
1250.0,18.425,6916800.0,-87.591
1500.0,17.667,6009580.0,-87.635
1600.0,17.864,5574770.0,-88.04
1660.0,17.971,5340350.0,-88.206
2000.0,18.485,4311500.0,-88.809
2400.0,18.546,3583200.0,-88.698
2500.0,18.546,3436510.0,-88.66
3000.0,18.511,2869390.0,-88.813
3200.0,18.523,2688330.0,-88.767
3330.0,18.531,2582450.0,-88.745
4000.0,18.562,2146070.0,-88.749
4800.0,18.424,1801790.0,-88.833
5000.0,18.395,1732420.0,-88.934
6000.0,18.344,1447670.0,-88.932
6400.0,18.317,1359160.0,-88.924
6660.0,18.301,1307190.0,-88.918
8000.0,18.234,1092280.0,-88.891
9600.0,18.268,908329.0,-88.948
10000.0,18.276,871757.0,-88.963
12000.0,18.154,731339.0,-88.953
12500.0,18.162,701769.0,-88.956
15000.0,18.192,583788.0,-88.961
16000.0,18.18,547690.0,-88.957
16600.0,18.172,528120.0,-88.957
20000.0,18.134,439229.0,-88.95
24000.0,18.089,366925.0,-88.927
25000.0,18.079,352444.0,-88.921
30000.0,18.06,294001.0,-88.936
32000.0,18.041,275916.0,-88.928
33300.0,18.029,265309.0,-88.923
40000.0,17.978,221494.0,-88.894
48000.0,17.94,184963.0,-88.877
50000.0,17.931,177649.0,-88.873
60000.0,17.899,148301.0,-88.86
64000.0,17.883,139152.0,-88.855
66600.0,17.873,133797.0,-88.851
80000.0,17.828,111667.0,-88.843
96000.0,17.79,93248.5,-88.831
100000.0,17.781,89564.8,-88.817
120000.0,17.746,74779.2,-88.774
125000.0,17.732,71842.6,-88.772
150000.0,17.673,60067.5,-88.779
160000.0,17.65,56382.7,-88.753
166000.0,17.638,54381.9,-88.738
200000.0,17.581,45278.5,-88.646
240000.0,17.557,37785.2,-88.743
250000.0,17.551,36285.0,-88.763
300000.0,17.518,30294.8,-88.752
320000.0,17.489,28447.9,-88.768
333000.0,17.473,27363.3,-88.776
400000.0,17.403,22870.8,-88.84
480000.0,17.423,19036.8,-88.713
500000.0,17.427,18270.6,-88.691
600000.0,17.404,15245.1,-88.669
640000.0,17.4,14295.5,-88.664
666000.0,17.398,13739.2,-88.658
800000.0,17.393,11440.7,-88.636
960000.0,17.414,9522.35,-88.599
1000000.0,17.422,9137.3,-88.592
