Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,34.548,9136.8,-0.089
1200.0,30.025,9151.98,-0.149
1250.0,30.537,9160.4,-0.129
1500.0,27.657,9088.38,-0.148
1600.0,27.339,9059.15,-0.157
1660.0,27.66,9060.53,-0.155
2000.0,26.977,9043.46,-0.185
2400.0,26.643,9045.26,-0.213
2500.0,26.025,9088.34,-0.211
3000.0,24.957,9077.34,-0.243
3200.0,24.739,9058.84,-0.259
3330.0,24.531,9051.89,-0.272
4000.0,23.815,9094.39,-0.313
4800.0,23.092,9158.16,-0.369
5000.0,22.957,9073.59,-0.379
6000.0,22.551,9115.64,-0.446
6400.0,22.19,9120.36,-0.462
6660.0,22.202,9090.04,-0.485
8000.0,21.672,9090.48,-0.567
9600.0,21.07,9104.6,-0.67
10000.0,20.951,9128.07,-0.695
12000.0,20.575,9125.22,-0.812
12500.0,20.401,9137.08,-0.843
15000.0,20.089,9088.93,-0.987
16000.0,19.947,9080.82,-1.049
16600.0,19.886,9056.78,-1.078
20000.0,19.559,9066.21,-1.278
24000.0,19.177,9071.02,-1.507
25000.0,19.134,9067.28,-1.565
30000.0,18.908,9073.32,-1.856
32000.0,18.815,9045.96,-1.964
33300.0,18.747,9046.81,-2.036
40000.0,18.521,9059.95,-2.422
48000.0,18.258,9065.84,-2.867
50000.0,18.205,9032.84,-2.966
60000.0,17.958,9010.86,-3.505
64000.0,17.881,9045.6,-3.737
66600.0,17.837,9107.12,-3.907
80000.0,17.642,9064.73,-4.622
96000.0,17.475,9074.78,-5.502
100000.0,17.44,9055.11,-5.706
120000.0,17.28,9017.13,-6.762
125000.0,17.254,9045.91,-7.057
150000.0,17.125,8984.73,-8.357
160000.0,17.066,8977.96,-8.881
166000.0,17.036,8965.05,-9.183
200000.0,16.88,8892.54,-10.898
240000.0,16.76,8796.3,-12.873
250000.0,16.735,8793.33,-13.397
300000.0,16.616,8670.16,-15.795
320000.0,16.587,8623.97,-16.755
333000.0,16.57,8568.57,-17.321
400000.0,16.495,8406.35,-20.445
480000.0,16.411,8156.93,-23.864
500000.0,16.395,8125.17,-24.794
600000.0,16.32,7799.58,-28.743
640000.0,16.302,7657.88,-30.204
666000.0,16.328,7597.3,-31.27
800000.0,16.289,7153.67,-35.856
960000.0,16.267,6646.41,-40.706
1000000.0,16.551,6471.63,-42.305
