Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.671,8505370.0,-84.893
1200.0,18.308,7232110.0,-85.368
1250.0,18.145,7002520.0,-85.159
1500.0,17.329,6119240.0,-85.338
1600.0,17.497,5679670.0,-85.86
1660.0,17.586,5444290.0,-86.115
2000.0,18.047,4407950.0,-86.996
2400.0,18.045,3673160.0,-87.101
2500.0,18.058,3525010.0,-87.109
3000.0,17.986,2949820.0,-87.465
3200.0,17.987,2765580.0,-87.487
3330.0,17.988,2657390.0,-87.501
4000.0,17.992,2211590.0,-87.679
4800.0,17.833,1860040.0,-87.909
5000.0,17.801,1788600.0,-88.04
6000.0,17.733,1496110.0,-88.17
6400.0,17.703,1405030.0,-88.207
6660.0,17.684,1351580.0,-88.229
8000.0,17.606,1130130.0,-88.313
9600.0,17.635,940186.0,-88.48
10000.0,17.642,902381.0,-88.516
12000.0,17.516,757354.0,-88.593
12500.0,17.523,726739.0,-88.613
15000.0,17.553,604574.0,-88.695
16000.0,17.541,567177.0,-88.716
16600.0,17.533,546922.0,-88.729
20000.0,17.498,454862.0,-88.784
24000.0,17.456,379954.0,-88.817
25000.0,17.447,364946.0,-88.821
30000.0,17.433,304375.0,-88.883
32000.0,17.416,285623.0,-88.89
33300.0,17.406,274634.0,-88.893
40000.0,17.361,229223.0,-88.9
48000.0,17.331,191356.0,-88.914
50000.0,17.323,183778.0,-88.918
60000.0,17.298,153366.0,-88.93
64000.0,17.286,143884.0,-88.933
66600.0,17.278,138332.0,-88.934
80000.0,17.241,115406.0,-88.948
96000.0,17.211,96332.4,-88.949
100000.0,17.204,92519.4,-88.944
120000.0,17.178,77215.3,-88.914
125000.0,17.166,74175.9,-88.915
150000.0,17.116,61993.2,-88.933
160000.0,17.098,58182.9,-88.912
166000.0,17.087,56114.3,-88.899
200000.0,17.04,46702.5,-88.814
240000.0,17.024,38955.2,-88.921
250000.0,17.021,37404.3,-88.943
300000.0,16.996,31215.4,-88.937
320000.0,16.971,29308.5,-88.955
333000.0,16.956,28188.8,-88.966
400000.0,16.895,23553.4,-89.037
480000.0,16.923,19593.1,-88.908
500000.0,16.929,18802.2,-88.886
600000.0,16.915,15682.5,-88.867
640000.0,16.913,14703.1,-88.862
666000.0,16.913,14129.1,-88.856
800000.0,16.916,11760.2,-88.837
960000.0,16.944,9783.81,-88.804
1000000.0,16.953,9387.14,-88.797
