Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.627,8478230.0,-81.516
1200.0,17.64,7324850.0,-76.546
1250.0,17.415,7128180.0,-76.76
1500.0,16.479,6337080.0,-79.001
1600.0,16.737,5882150.0,-81.311
1660.0,16.917,5619360.0,-82.357
2000.0,18.002,4409340.0,-84.939
2400.0,17.918,3689000.0,-84.721
2500.0,17.931,3540040.0,-84.653
3000.0,17.685,2997810.0,-86.816
3200.0,17.634,2817000.0,-86.522
3330.0,17.626,2709060.0,-86.351
4000.0,17.686,2246250.0,-85.784
4800.0,17.584,1883840.0,-86.2
5000.0,17.548,1811370.0,-86.293
6000.0,17.547,1509640.0,-86.712
6400.0,17.507,1418700.0,-86.796
6660.0,17.485,1365280.0,-86.848
8000.0,17.381,1144110.0,-87.087
9600.0,17.308,957536.0,-87.579
10000.0,17.296,920055.0,-87.691
12000.0,17.206,770568.0,-87.692
12500.0,17.203,739805.0,-87.747
15000.0,17.195,616819.0,-87.96
16000.0,17.17,579025.0,-87.937
16600.0,17.158,558522.0,-87.921
20000.0,17.104,464959.0,-87.795
24000.0,17.022,389335.0,-88.091
25000.0,17.006,374117.0,-88.163
30000.0,17.022,311477.0,-88.192
32000.0,16.983,292720.0,-88.41
33300.0,16.966,281626.0,-88.565
40000.0,16.964,234535.0,-89.366
48000.0,16.886,196329.0,-88.728
50000.0,16.881,188525.0,-88.582
60000.0,16.801,157837.0,-88.501
64000.0,16.785,148123.0,-88.511
66600.0,16.774,142430.0,-88.518
80000.0,16.726,118910.0,-88.539
96000.0,16.689,99318.2,-88.608
100000.0,16.682,95384.1,-88.615
120000.0,16.639,79690.5,-88.652
125000.0,16.635,76522.1,-88.651
150000.0,16.615,63847.5,-88.66
160000.0,16.591,59944.2,-88.658
166000.0,16.578,57822.8,-88.657
200000.0,16.514,48175.7,-88.647
240000.0,16.479,40232.2,-88.665
250000.0,16.471,38641.3,-88.668
300000.0,16.426,32289.7,-88.68
320000.0,16.422,30279.7,-88.701
333000.0,16.419,29103.3,-88.711
400000.0,16.407,24247.5,-88.758
480000.0,16.375,20245.1,-88.702
500000.0,16.368,19442.8,-88.687
600000.0,16.344,16227.0,-88.707
640000.0,16.343,15213.4,-88.713
666000.0,16.343,14619.7,-88.715
800000.0,16.347,12167.8,-88.726
960000.0,16.364,10129.2,-88.699
1000000.0,16.658,9552.73,-88.71
