Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.863,8436860.0,-87.746
1200.0,18.587,7135230.0,-88.01
1250.0,18.446,6902420.0,-87.746
1500.0,17.696,5996270.0,-87.81
1600.0,17.89,5561950.0,-88.179
1660.0,18.003,5327620.0,-88.371
2000.0,18.516,4299140.0,-88.936
2400.0,18.584,3572750.0,-88.77
2500.0,18.587,3426730.0,-88.781
3000.0,18.557,2860300.0,-88.939
3200.0,18.57,2679520.0,-88.888
3330.0,18.578,2573650.0,-88.872
4000.0,18.613,2138300.0,-88.879
4800.0,18.481,1795130.0,-88.953
5000.0,18.454,1725700.0,-89.048
6000.0,18.407,1441650.0,-89.042
6400.0,18.383,1353380.0,-89.037
6660.0,18.368,1301610.0,-89.032
8000.0,18.306,1087350.0,-88.998
9600.0,18.346,904083.0,-89.065
10000.0,18.352,867610.0,-89.07
12000.0,18.234,727672.0,-89.057
12500.0,18.243,698218.0,-89.062
15000.0,18.278,580732.0,-89.063
16000.0,18.267,544765.0,-89.061
16600.0,18.259,525274.0,-89.058
20000.0,18.226,436776.0,-89.049
24000.0,18.185,364793.0,-89.025
25000.0,18.175,350376.0,-89.018
30000.0,18.16,292221.0,-89.029
32000.0,18.143,274218.0,-89.02
33300.0,18.132,263666.0,-89.015
40000.0,18.084,220077.0,-88.985
48000.0,18.05,183742.0,-88.964
50000.0,18.042,176469.0,-88.959
60000.0,18.013,147289.0,-88.942
64000.0,17.998,138194.0,-88.936
66600.0,17.99,132866.0,-88.932
80000.0,17.947,110869.0,-88.921
96000.0,17.911,92579.7,-88.901
100000.0,17.904,88908.4,-88.892
120000.0,17.872,74220.7,-88.847
125000.0,17.859,71305.0,-88.843
150000.0,17.803,59608.1,-88.847
160000.0,17.781,55949.1,-88.821
166000.0,17.77,53961.9,-88.805
200000.0,17.715,44921.3,-88.712
240000.0,17.693,37484.2,-88.804
250000.0,17.688,35994.4,-88.823
300000.0,17.657,30049.0,-88.814
320000.0,17.629,28215.4,-88.825
333000.0,17.613,27139.0,-88.833
400000.0,17.544,22680.9,-88.892
480000.0,17.567,18876.4,-88.766
500000.0,17.572,18115.8,-88.743
600000.0,17.551,15114.2,-88.72
640000.0,17.548,14172.0,-88.714
666000.0,17.546,13620.1,-88.708
800000.0,17.544,11340.1,-88.684
960000.0,17.567,9437.12,-88.647
1000000.0,17.576,9055.21,-88.64
