Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.701,9524720.0,-88.221
1200.0,16.453,8054400.0,-88.46
1250.0,16.311,7803660.0,-88.177
1500.0,15.575,6809320.0,-88.25
1600.0,15.784,6299740.0,-88.634
1660.0,15.902,6031120.0,-88.821
2000.0,16.436,4841330.0,-89.447
2400.0,16.502,4018460.0,-89.278
2500.0,16.529,3851170.0,-89.23
3000.0,16.518,3211630.0,-89.384
3200.0,16.538,3007060.0,-89.32
3330.0,16.552,2887650.0,-89.294
4000.0,16.603,2396240.0,-89.27
4800.0,16.488,2011200.0,-89.354
5000.0,16.465,1933290.0,-89.447
6000.0,16.434,1614050.0,-89.424
6400.0,16.415,1514930.0,-89.41
6660.0,16.403,1456780.0,-89.402
8000.0,16.356,1216280.0,-89.353
9600.0,16.412,1010120.0,-89.401
10000.0,16.422,969179.0,-89.41
12000.0,16.318,812860.0,-89.389
12500.0,16.33,779699.0,-89.386
15000.0,16.378,647843.0,-89.376
16000.0,16.371,607579.0,-89.367
16600.0,16.367,585800.0,-89.365
20000.0,16.347,486797.0,-89.346
24000.0,16.319,406372.0,-89.313
25000.0,16.312,390270.0,-89.303
30000.0,16.309,325283.0,-89.311
32000.0,16.296,305190.0,-89.298
33300.0,16.288,293415.0,-89.29
40000.0,16.253,244800.0,-89.251
48000.0,16.231,204278.0,-89.227
50000.0,16.226,196169.0,-89.221
60000.0,16.208,163647.0,-89.2
64000.0,16.198,153514.0,-89.192
66600.0,16.192,147579.0,-89.188
80000.0,16.162,123082.0,-89.174
96000.0,16.139,102710.0,-89.151
100000.0,16.135,98633.3,-89.145
120000.0,16.113,82299.3,-89.089
125000.0,16.103,79060.9,-89.086
150000.0,16.059,66067.5,-89.09
160000.0,16.042,62002.5,-89.062
166000.0,16.033,59795.3,-89.044
200000.0,15.989,49764.5,-88.943
240000.0,15.98,41495.8,-89.043
250000.0,15.978,39839.9,-89.064
300000.0,15.958,33242.7,-89.05
320000.0,15.934,31211.3,-89.062
333000.0,15.92,30019.4,-89.075
400000.0,15.862,25079.4,-89.146
480000.0,15.895,20857.8,-88.999
500000.0,15.902,20014.3,-88.974
600000.0,15.89,16691.5,-88.946
640000.0,15.89,15648.2,-88.94
666000.0,15.89,15037.4,-88.935
800000.0,15.895,12514.7,-88.908
960000.0,15.922,10411.1,-88.873
1000000.0,15.931,9988.55,-88.866
