Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.415,11044700.0,-90.196
1200.0,13.594,9672420.0,-82.746
1250.0,13.4,9426220.0,-82.866
1500.0,12.57,8383590.0,-85.331
1600.0,12.893,7709870.0,-87.665
1660.0,13.101,7318770.0,-88.73
2000.0,14.286,5570760.0,-90.598
2400.0,14.307,4632280.0,-89.478
2500.0,14.337,4440270.0,-89.283
3000.0,14.185,3739800.0,-91.413
3200.0,14.166,3511170.0,-90.834
3330.0,14.167,3373480.0,-90.488
4000.0,14.301,2782220.0,-89.209
4800.0,14.269,2323940.0,-89.284
5000.0,14.259,2232310.0,-89.29
6000.0,14.326,1851730.0,-89.421
6400.0,14.304,1738590.0,-89.412
6660.0,14.29,1672350.0,-89.408
8000.0,14.233,1397720.0,-89.396
9600.0,14.215,1166490.0,-89.71
10000.0,14.213,1119860.0,-89.785
12000.0,14.172,935882.0,-89.542
12500.0,14.182,897858.0,-89.556
15000.0,14.216,746414.0,-89.606
16000.0,14.207,700204.0,-89.512
16600.0,14.201,675134.0,-89.456
20000.0,14.185,560947.0,-89.134
24000.0,14.139,469035.0,-89.355
25000.0,14.13,450558.0,-89.415
30000.0,14.177,374206.0,-89.313
32000.0,14.149,351512.0,-89.532
33300.0,14.138,338075.0,-89.685
40000.0,14.165,280891.0,-90.525
48000.0,14.112,234960.0,-89.665
50000.0,14.113,225545.0,-89.47
60000.0,14.058,188680.0,-89.293
64000.0,14.05,177002.0,-89.274
66600.0,14.044,170153.0,-89.263
80000.0,14.02,141894.0,-89.217
96000.0,14.004,118385.0,-89.231
100000.0,14.001,113675.0,-89.227
120000.0,13.977,94887.9,-89.214
125000.0,13.977,91092.8,-89.204
150000.0,13.974,75926.1,-89.162
160000.0,13.956,71271.0,-89.145
166000.0,13.946,68745.5,-89.134
200000.0,13.899,57252.1,-89.08
240000.0,13.878,47781.6,-89.06
250000.0,13.873,45884.5,-89.058
300000.0,13.843,38322.2,-89.037
320000.0,13.843,35927.5,-89.046
333000.0,13.842,34525.4,-89.049
400000.0,13.841,28745.7,-89.078
480000.0,13.818,23993.4,-88.987
500000.0,13.814,23040.7,-88.964
600000.0,13.796,19224.8,-88.963
640000.0,13.798,18021.1,-88.965
666000.0,13.799,17316.6,-88.961
800000.0,13.807,14407.5,-88.956
960000.0,13.823,11992.3,-88.912
1000000.0,14.116,11273.8,-88.918
