Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,17.985,8862070.0,-82.978
1200.0,17.637,7545860.0,-84.001
1250.0,17.464,7296210.0,-83.587
1500.0,16.634,6369790.0,-83.822
1600.0,16.827,5911660.0,-83.527
1660.0,16.896,5681610.0,-85.0
2000.0,17.331,4586880.0,-85.617
2400.0,17.357,3823700.0,-86.325
2500.0,17.379,3667800.0,-86.464
3000.0,17.309,3068940.0,-86.901
3200.0,17.287,2876750.0,-86.966
3330.0,17.289,2763870.0,-86.944
4000.0,17.29,2299820.0,-87.209
4800.0,17.137,1934530.0,-87.546
5000.0,17.105,1860900.0,-87.658
6000.0,17.034,1557090.0,-87.934
6400.0,17.012,1462420.0,-88.011
6660.0,16.989,1406870.0,-88.026
8000.0,16.908,1176920.0,-88.17
9600.0,16.932,979134.0,-88.178
10000.0,16.94,939743.0,-88.304
12000.0,16.808,789137.0,-88.351
12500.0,16.812,757285.0,-88.419
15000.0,16.838,630122.0,-88.514
16000.0,16.823,591233.0,-88.527
16600.0,16.814,570124.0,-88.494
20000.0,16.776,474343.0,-88.558
24000.0,16.729,396387.0,-88.636
25000.0,16.717,380758.0,-88.608
30000.0,16.698,317655.0,-88.676
32000.0,16.68,298125.0,-88.699
33300.0,16.669,286679.0,-88.694
40000.0,16.62,239371.0,-88.722
48000.0,16.586,199890.0,-88.754
50000.0,16.578,191981.0,-88.749
60000.0,16.551,160262.0,-88.766
64000.0,16.537,150379.0,-88.782
66600.0,16.529,144585.0,-88.77
80000.0,16.488,120657.0,-88.788
96000.0,16.456,100745.0,-88.821
100000.0,16.45,96747.1,-88.815
120000.0,16.42,80764.6,-88.792
125000.0,16.408,77593.6,-88.795
150000.0,16.355,64868.6,-88.821
160000.0,16.336,60885.1,-88.801
166000.0,16.325,58723.2,-88.79
200000.0,16.276,48887.5,-88.711
240000.0,16.259,40782.3,-88.826
250000.0,16.256,39158.5,-88.85
300000.0,16.23,32685.2,-88.851
320000.0,16.204,30690.1,-88.872
333000.0,16.188,29519.9,-88.887
400000.0,16.127,24670.3,-88.967
480000.0,16.154,20523.2,-88.842
500000.0,16.159,19694.6,-88.82
600000.0,16.142,16429.1,-88.807
640000.0,16.141,15403.7,-88.804
666000.0,16.14,14803.2,-88.802
800000.0,16.141,12323.2,-88.788
960000.0,16.163,10255.1,-88.769
1000000.0,16.172,9839.23,-88.77
