Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,17.336,9158600.0,-86.132
1200.0,17.031,7769110.0,-86.53
1250.0,16.873,7529400.0,-86.253
1500.0,16.099,6579770.0,-86.404
1600.0,16.279,6098840.0,-86.87
1660.0,16.386,5844180.0,-87.117
2000.0,16.88,4712560.0,-87.894
2400.0,16.93,3917910.0,-87.9
2500.0,16.924,3759980.0,-87.864
3000.0,16.878,3142510.0,-88.129
3200.0,16.886,2944560.0,-88.111
3330.0,16.89,2828500.0,-88.103
4000.0,16.915,2351530.0,-88.195
4800.0,16.766,1976760.0,-88.363
5000.0,16.739,1901130.0,-88.482
6000.0,16.683,1589630.0,-88.547
6400.0,16.656,1492760.0,-88.561
6660.0,16.639,1435850.0,-88.57
8000.0,16.57,1200440.0,-88.594
9600.0,16.608,998041.0,-88.72
10000.0,16.613,957854.0,-88.746
12000.0,16.491,804048.0,-88.785
12500.0,16.501,771497.0,-88.797
15000.0,16.535,641601.0,-88.848
16000.0,16.524,601896.0,-88.858
16600.0,16.517,580398.0,-88.867
20000.0,16.485,482670.0,-88.898
24000.0,16.445,403194.0,-88.909
25000.0,16.437,387258.0,-88.911
30000.0,16.425,322961.0,-88.961
32000.0,16.409,303064.0,-88.962
33300.0,16.399,291408.0,-88.963
40000.0,16.357,243231.0,-88.96
48000.0,16.328,203052.0,-88.968
50000.0,16.321,195008.0,-88.97
60000.0,16.298,162736.0,-88.978
64000.0,16.286,152678.0,-88.98
66600.0,16.279,146799.0,-88.982
80000.0,16.244,122459.0,-88.995
96000.0,16.216,102219.0,-88.992
100000.0,16.213,98157.7,-88.99
120000.0,16.188,81914.8,-88.955
125000.0,16.177,78693.9,-88.957
150000.0,16.13,65770.8,-88.98
160000.0,16.112,61726.5,-88.957
166000.0,16.103,59531.1,-88.944
200000.0,16.059,49541.0,-88.858
240000.0,16.047,41320.4,-88.974
250000.0,16.045,39672.2,-88.998
300000.0,16.024,33105.1,-88.995
320000.0,15.999,31082.0,-89.014
333000.0,15.985,29895.9,-89.029
400000.0,15.928,24979.7,-89.105
480000.0,15.96,20772.9,-88.975
500000.0,15.967,19932.9,-88.952
600000.0,15.954,16623.5,-88.934
640000.0,15.954,15584.5,-88.931
666000.0,15.954,14976.1,-88.927
800000.0,15.96,12463.3,-88.909
960000.0,15.987,10368.5,-88.882
1000000.0,15.996,9947.77,-88.881
