Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.187,10472800.0,-88.139
1200.0,14.95,8873230.0,-88.422
1250.0,14.8,8601420.0,-88.096
1500.0,14.079,7548920.0,-88.134
1600.0,14.279,6965220.0,-88.596
1660.0,14.394,6656680.0,-88.823
2000.0,14.931,5329240.0,-89.509
2400.0,15.025,4415270.0,-89.347
2500.0,15.031,4235300.0,-89.283
3000.0,15.024,3531040.0,-89.448
3200.0,15.045,3305880.0,-89.387
3330.0,15.059,3173790.0,-89.348
4000.0,15.117,2632250.0,-89.331
4800.0,15.0,2209870.0,-89.413
5000.0,14.981,2124630.0,-89.529
6000.0,14.955,1773610.0,-89.509
6400.0,14.937,1664750.0,-89.495
6660.0,14.926,1600980.0,-89.488
8000.0,14.882,1336760.0,-89.431
9600.0,14.943,1109340.0,-89.496
10000.0,14.954,1064260.0,-89.503
12000.0,14.854,892871.0,-89.482
12500.0,14.868,856330.0,-89.479
15000.0,14.921,711056.0,-89.472
16000.0,14.917,666831.0,-89.466
16600.0,14.913,642854.0,-89.463
20000.0,14.898,534114.0,-89.442
24000.0,14.875,445783.0,-89.406
25000.0,14.87,428110.0,-89.398
30000.0,14.872,356718.0,-89.409
32000.0,14.861,334661.0,-89.395
33300.0,14.854,321741.0,-89.386
40000.0,14.824,268388.0,-89.345
48000.0,14.807,223913.0,-89.317
50000.0,14.803,215013.0,-89.312
60000.0,14.791,179321.0,-89.287
64000.0,14.783,168211.0,-89.279
66600.0,14.778,161703.0,-89.274
80000.0,14.754,134836.0,-89.259
96000.0,14.735,112500.0,-89.238
100000.0,14.732,108025.0,-89.222
120000.0,14.716,90119.4,-89.161
125000.0,14.707,86569.9,-89.156
150000.0,14.667,72340.0,-89.158
160000.0,14.651,67889.2,-89.126
166000.0,14.643,65471.6,-89.107
200000.0,14.606,54481.0,-88.992
240000.0,14.599,45423.3,-89.102
250000.0,14.598,43608.9,-89.124
300000.0,14.581,36382.1,-89.105
320000.0,14.558,34161.5,-89.118
333000.0,14.545,32858.4,-89.129
400000.0,14.492,27455.1,-89.206
480000.0,14.525,22825.7,-89.046
500000.0,14.533,21900.8,-89.018
600000.0,14.522,18264.5,-88.987
640000.0,14.521,17123.0,-88.981
666000.0,14.521,16454.9,-88.974
800000.0,14.526,13694.5,-88.946
960000.0,14.549,11393.3,-88.916
1000000.0,14.558,10931.0,-88.919
