Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.255,11155500.0,-89.897
1200.0,13.424,9781740.0,-82.365
1250.0,13.236,9528860.0,-82.464
1500.0,12.424,8512420.0,-84.943
1600.0,12.726,7806450.0,-87.36
1660.0,12.938,7407010.0,-88.468
2000.0,14.12,5636470.0,-90.402
2400.0,14.136,4687260.0,-89.353
2500.0,14.165,4493370.0,-89.099
3000.0,14.01,3784700.0,-91.269
3200.0,13.994,3554240.0,-90.697
3330.0,13.997,3415450.0,-90.343
4000.0,14.129,2816360.0,-89.075
4800.0,14.093,2352840.0,-89.142
5000.0,14.083,2260270.0,-89.17
6000.0,14.147,1874960.0,-89.319
6400.0,14.125,1760540.0,-89.314
6660.0,14.111,1693390.0,-89.312
8000.0,14.054,1415420.0,-89.317
9600.0,14.031,1181510.0,-89.641
10000.0,14.03,1134370.0,-89.722
12000.0,13.99,948071.0,-89.484
12500.0,13.998,909589.0,-89.499
15000.0,14.032,756166.0,-89.559
16000.0,14.023,709382.0,-89.465
16600.0,14.017,683997.0,-89.412
20000.0,14.0,568333.0,-89.092
24000.0,13.954,475246.0,-89.324
25000.0,13.945,456512.0,-89.386
30000.0,13.992,379148.0,-89.29
32000.0,13.964,356185.0,-89.513
33300.0,13.952,342561.0,-89.671
40000.0,13.979,284608.0,-90.528
48000.0,13.927,238079.0,-89.665
50000.0,13.928,228538.0,-89.468
60000.0,13.873,191190.0,-89.294
64000.0,13.865,179356.0,-89.279
66600.0,13.86,172415.0,-89.268
80000.0,13.836,143782.0,-89.225
96000.0,13.82,119955.0,-89.245
100000.0,13.817,115178.0,-89.244
120000.0,13.795,96137.5,-89.231
125000.0,13.795,92291.7,-89.219
150000.0,13.793,76919.5,-89.181
160000.0,13.775,72204.2,-89.164
166000.0,13.766,69643.9,-89.155
200000.0,13.719,57997.8,-89.104
240000.0,13.7,48401.0,-89.088
250000.0,13.696,46478.6,-89.084
300000.0,13.666,38815.5,-89.067
320000.0,13.666,36388.9,-89.075
333000.0,13.667,34967.8,-89.081
400000.0,13.667,29111.8,-89.112
480000.0,13.645,24297.3,-89.021
500000.0,13.641,23332.4,-88.998
600000.0,13.625,19466.9,-88.998
640000.0,13.626,18247.9,-89.001
666000.0,13.627,17534.2,-88.997
800000.0,13.636,14587.7,-88.992
960000.0,13.652,12141.9,-88.949
1000000.0,13.944,11412.2,-88.949
