Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,26.095,3693150.0,-37.288
1200.0,24.488,3353310.0,-38.245
1250.0,24.129,3306730.0,-38.819
1500.0,22.62,3125260.0,-41.784
1600.0,22.698,3046060.0,-44.014
1660.0,22.77,2992070.0,-45.267
2000.0,23.33,2650560.0,-50.961
2400.0,22.792,2355110.0,-54.01
2500.0,22.693,2290720.0,-54.714
3000.0,22.034,2059660.0,-58.758
3200.0,21.841,1964720.0,-59.587
3330.0,21.739,1906550.0,-60.101
4000.0,21.417,1648920.0,-62.559
4800.0,20.973,1436430.0,-65.265
5000.0,20.878,1391660.0,-65.837
6000.0,20.572,1199410.0,-68.413
6400.0,20.426,1138470.0,-69.197
6660.0,20.338,1102080.0,-69.667
8000.0,19.958,946787.0,-71.72
9600.0,19.64,810733.0,-73.801
10000.0,19.578,782545.0,-74.254
12000.0,19.277,666902.0,-75.733
12500.0,19.23,642843.0,-76.104
15000.0,19.033,544618.0,-77.626
16000.0,18.946,513716.0,-78.038
16600.0,18.898,496844.0,-78.271
20000.0,18.678,418664.0,-79.273
24000.0,18.451,354524.0,-80.492
25000.0,18.405,341473.0,-80.76
30000.0,18.293,286979.0,-81.638
32000.0,18.211,270559.0,-82.095
33300.0,18.168,260794.0,-82.391
40000.0,18.057,219116.0,-83.832
48000.0,17.879,184411.0,-83.838
50000.0,17.853,177288.0,-83.831
60000.0,17.687,149251.0,-84.275
64000.0,17.641,140332.0,-84.456
66600.0,17.613,135091.0,-84.564
80000.0,17.491,113329.0,-85.019
96000.0,17.386,95069.5,-85.467
100000.0,17.363,91399.0,-85.553
120000.0,17.262,76644.9,-85.921
125000.0,17.245,73656.1,-85.992
150000.0,17.173,61661.1,-86.29
160000.0,17.131,57952.9,-86.38
166000.0,17.108,55935.7,-86.432
200000.0,17.0,46733.8,-86.665
240000.0,16.925,39126.6,-86.895
250000.0,16.909,37599.8,-86.944
300000.0,16.83,31485.7,-87.139
320000.0,16.814,29548.5,-87.221
333000.0,16.805,28412.5,-87.267
400000.0,16.762,23717.9,-87.469
480000.0,16.705,19834.4,-87.554
500000.0,16.693,19055.1,-87.57
600000.0,16.646,15926.0,-87.709
640000.0,16.639,14936.9,-87.753
666000.0,16.634,14356.7,-87.778
800000.0,16.62,11962.5,-87.89
960000.0,16.622,9968.36,-87.952
1000000.0,16.912,9405.81,-87.994
