Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,18.627,8439670.0,-80.9
1200.0,17.638,7292100.0,-75.911
1250.0,17.4,7103080.0,-76.108
1500.0,16.453,6324110.0,-78.361
1600.0,16.695,5877940.0,-80.606
1660.0,16.875,5619770.0,-81.662
2000.0,17.925,4418290.0,-84.271
2400.0,17.835,3702700.0,-84.002
2500.0,17.825,3552220.0,-83.971
3000.0,17.561,3014000.0,-86.148
3200.0,17.506,2834250.0,-85.855
3330.0,17.485,2725920.0,-85.681
4000.0,17.521,2263040.0,-85.119
4800.0,17.39,1901050.0,-85.53
5000.0,17.366,1828050.0,-85.627
6000.0,17.345,1525740.0,-86.074
6400.0,17.296,1434760.0,-86.171
6660.0,17.266,1381220.0,-86.228
8000.0,17.134,1158870.0,-86.484
9600.0,17.045,971441.0,-86.992
10000.0,17.027,933618.0,-87.107
12000.0,16.922,782849.0,-87.113
12500.0,16.917,751794.0,-87.169
15000.0,16.892,627553.0,-87.404
16000.0,16.861,589360.0,-87.386
16600.0,16.845,568596.0,-87.375
20000.0,16.774,473888.0,-87.266
24000.0,16.678,397310.0,-87.589
25000.0,16.657,381899.0,-87.672
30000.0,16.658,318244.0,-87.716
32000.0,16.614,299184.0,-87.941
33300.0,16.593,287901.0,-88.098
40000.0,16.577,240000.0,-88.931
48000.0,16.484,201072.0,-88.294
50000.0,16.476,193106.0,-88.149
60000.0,16.384,161822.0,-88.086
64000.0,16.363,151904.0,-88.1
66600.0,16.35,146091.0,-88.108
80000.0,16.29,122066.0,-88.147
96000.0,16.242,102029.0,-88.232
100000.0,16.233,98006.3,-88.246
120000.0,16.18,81942.4,-88.294
125000.0,16.172,78697.3,-88.299
150000.0,16.142,65705.5,-88.324
160000.0,16.115,61701.7,-88.329
166000.0,16.1,59529.5,-88.331
200000.0,16.027,49634.4,-88.337
240000.0,15.983,41475.2,-88.37
250000.0,15.974,39840.5,-88.379
300000.0,15.921,33310.7,-88.406
320000.0,15.914,31242.9,-88.428
333000.0,15.909,30032.2,-88.444
400000.0,15.89,25034.1,-88.506
480000.0,15.85,20912.9,-88.464
500000.0,15.842,20086.4,-88.452
600000.0,15.81,16772.8,-88.484
640000.0,15.808,15727.2,-88.495
666000.0,15.806,15114.9,-88.501
800000.0,15.803,12585.6,-88.524
960000.0,15.811,10482.5,-88.51
1000000.0,16.102,9881.54,-88.517
