Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.757,10789300.0,-90.262
1200.0,13.931,9437330.0,-82.9
1250.0,13.739,9199120.0,-83.05
1500.0,12.946,8166920.0,-85.52
1600.0,13.236,7511430.0,-87.756
1660.0,13.44,7132550.0,-88.829
2000.0,14.616,5443470.0,-90.634
2400.0,14.657,4523220.0,-89.548
2500.0,14.677,4337740.0,-89.329
3000.0,14.526,3651190.0,-91.41
3200.0,14.509,3428480.0,-90.845
3330.0,14.51,3293730.0,-90.504
4000.0,14.646,2717030.0,-89.254
4800.0,14.609,2269630.0,-89.314
5000.0,14.603,2179680.0,-89.339
6000.0,14.672,1808090.0,-89.464
6400.0,14.648,1697600.0,-89.447
6660.0,14.636,1632730.0,-89.44
8000.0,14.581,1364420.0,-89.427
9600.0,14.559,1138720.0,-89.734
10000.0,14.559,1093180.0,-89.811
12000.0,14.519,913503.0,-89.571
12500.0,14.528,876411.0,-89.584
15000.0,14.563,728626.0,-89.631
16000.0,14.553,683494.0,-89.539
16600.0,14.549,659003.0,-89.486
20000.0,14.533,547516.0,-89.167
24000.0,14.487,457745.0,-89.384
25000.0,14.478,439711.0,-89.443
30000.0,14.525,365223.0,-89.342
32000.0,14.498,343072.0,-89.553
33300.0,14.486,329944.0,-89.707
40000.0,14.514,274159.0,-90.524
48000.0,14.461,229290.0,-89.687
50000.0,14.462,220101.0,-89.498
60000.0,14.408,184108.0,-89.328
64000.0,14.399,172697.0,-89.31
66600.0,14.393,166019.0,-89.297
80000.0,14.37,138440.0,-89.255
96000.0,14.354,115496.0,-89.269
100000.0,14.351,110899.0,-89.266
120000.0,14.329,92560.8,-89.255
125000.0,14.328,88857.3,-89.245
150000.0,14.326,74058.9,-89.207
160000.0,14.309,69515.7,-89.191
166000.0,14.299,67048.8,-89.181
200000.0,14.253,55830.7,-89.129
240000.0,14.233,46589.2,-89.112
250000.0,14.229,44739.3,-89.108
300000.0,14.199,37360.4,-89.09
320000.0,14.2,35024.2,-89.098
333000.0,14.2,33657.4,-89.102
400000.0,14.2,28019.2,-89.13
480000.0,14.179,23383.8,-89.041
500000.0,14.175,22454.4,-89.019
600000.0,14.159,18732.4,-89.018
640000.0,14.162,17558.7,-89.019
666000.0,14.163,16871.8,-89.015
800000.0,14.174,14035.1,-89.009
960000.0,14.193,11680.1,-88.965
1000000.0,14.48,10990.6,-88.962
