Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,17.361,9162880.0,-89.99
1200.0,16.513,7971330.0,-83.818
1250.0,16.338,7749990.0,-83.915
1500.0,15.539,6817840.0,-85.886
1600.0,15.813,6283790.0,-87.87
1660.0,16.014,5986470.0,-88.76
2000.0,17.196,4627060.0,-90.298
2400.0,17.213,3851950.0,-89.365
2500.0,17.245,3691810.0,-89.21
3000.0,17.085,3104230.0,-90.969
3200.0,17.064,2914230.0,-90.488
3330.0,17.067,2800300.0,-90.216
4000.0,17.193,2313930.0,-89.16
4800.0,17.153,1933080.0,-89.198
5000.0,17.143,1856580.0,-89.23
6000.0,17.202,1541920.0,-89.332
6400.0,17.177,1447480.0,-89.324
6660.0,17.164,1392230.0,-89.316
8000.0,17.101,1163110.0,-89.309
9600.0,17.077,970826.0,-89.575
10000.0,17.073,932263.0,-89.633
12000.0,17.026,778997.0,-89.434
12500.0,17.035,747475.0,-89.444
15000.0,17.063,621870.0,-89.486
16000.0,17.051,583410.0,-89.41
16600.0,17.044,562529.0,-89.359
20000.0,17.022,467473.0,-89.094
24000.0,16.969,390800.0,-89.273
25000.0,16.958,375396.0,-89.326
30000.0,16.999,312058.0,-89.241
32000.0,16.969,293092.0,-89.423
33300.0,16.955,281866.0,-89.551
40000.0,16.976,234367.0,-90.252
48000.0,16.917,195984.0,-89.536
50000.0,16.916,188150.0,-89.371
60000.0,16.855,157354.0,-89.224
64000.0,16.845,147604.0,-89.209
66600.0,16.838,141900.0,-89.2
80000.0,16.807,118352.0,-89.16
96000.0,16.784,98760.9,-89.171
100000.0,16.78,94834.4,-89.168
120000.0,16.751,79168.8,-89.158
125000.0,16.749,76009.4,-89.149
150000.0,16.741,63373.6,-89.114
160000.0,16.721,59484.1,-89.1
166000.0,16.709,57370.8,-89.091
200000.0,16.657,47769.3,-89.044
240000.0,16.631,39868.9,-89.028
250000.0,16.625,38287.7,-89.024
300000.0,16.59,31976.0,-89.006
320000.0,16.588,29979.8,-89.015
333000.0,16.587,28811.0,-89.018
400000.0,16.582,23993.0,-89.037
480000.0,16.556,20023.7,-88.958
500000.0,16.552,19228.7,-88.939
600000.0,16.534,16041.4,-88.936
640000.0,16.536,15036.8,-88.932
666000.0,16.537,14448.6,-88.93
800000.0,16.547,12020.9,-88.92
960000.0,16.57,10003.3,-88.875
1000000.0,16.854,9441.36,-88.877
