Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,12.833,12409200.0,-90.29
1200.0,12.005,10933200.0,-81.819
1250.0,11.813,10668300.0,-81.979
1500.0,11.005,9601440.0,-84.61
1600.0,11.311,8784490.0,-87.406
1660.0,11.519,8318370.0,-88.634
2000.0,12.699,6265160.0,-90.727
2400.0,12.74,5204560.0,-89.499
2500.0,12.755,4990210.0,-89.259
3000.0,12.608,4206420.0,-91.642
3200.0,12.588,3950430.0,-91.002
3330.0,12.59,3795350.0,-90.614
4000.0,12.726,3125570.0,-89.183
4800.0,12.691,2612100.0,-89.252
5000.0,12.685,2508850.0,-89.274
6000.0,12.753,2079520.0,-89.427
6400.0,12.731,1952940.0,-89.414
6660.0,12.719,1878530.0,-89.412
8000.0,12.665,1570500.0,-89.404
9600.0,12.646,1310800.0,-89.752
10000.0,12.645,1258480.0,-89.853
12000.0,12.608,1051830.0,-89.588
12500.0,12.617,1008990.0,-89.602
15000.0,12.654,838436.0,-89.664
16000.0,12.645,786500.0,-89.562
16600.0,12.64,758369.0,-89.499
20000.0,12.627,630045.0,-89.147
24000.0,12.584,526886.0,-89.404
25000.0,12.576,506141.0,-89.473
30000.0,12.626,420086.0,-89.368
32000.0,12.6,394693.0,-89.613
33300.0,12.589,379603.0,-89.79
40000.0,12.62,315225.0,-90.74
48000.0,12.572,263702.0,-89.788
50000.0,12.573,253127.0,-89.57
60000.0,12.523,211783.0,-89.381
64000.0,12.516,198662.0,-89.363
66600.0,12.511,190969.0,-89.353
80000.0,12.492,159230.0,-89.308
96000.0,12.481,132807.0,-89.333
100000.0,12.48,127511.0,-89.332
120000.0,12.462,106413.0,-89.328
125000.0,12.463,102146.0,-89.316
150000.0,12.466,85102.2,-89.277
160000.0,12.45,79886.2,-89.261
166000.0,12.441,77051.4,-89.25
200000.0,12.4,64164.6,-89.194
240000.0,12.384,53536.5,-89.179
250000.0,12.381,51407.9,-89.176
300000.0,12.357,42924.7,-89.157
320000.0,12.359,40235.1,-89.169
333000.0,12.36,38661.4,-89.173
400000.0,12.364,32174.7,-89.204
480000.0,12.347,26849.8,-89.108
500000.0,12.343,25782.9,-89.083
600000.0,12.331,21508.0,-89.084
640000.0,12.333,20159.2,-89.085
666000.0,12.335,19369.9,-89.081
800000.0,12.346,16111.2,-89.077
960000.0,12.363,13406.7,-89.029
1000000.0,12.651,12578.1,-89.035
