Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.318,9761110.0,-89.968
1200.0,15.483,8510640.0,-83.309
1250.0,15.285,8279050.0,-83.502
1500.0,14.447,7302730.0,-85.669
1600.0,14.773,6730640.0,-87.758
1660.0,14.991,6391860.0,-88.658
2000.0,16.151,4923740.0,-90.314
2400.0,16.159,4103300.0,-89.364
2500.0,16.199,3930100.0,-89.171
3000.0,16.041,3306930.0,-91.056
3200.0,16.016,3104630.0,-90.533
3330.0,16.02,2983400.0,-90.231
4000.0,16.147,2463660.0,-89.11
4800.0,16.104,2058660.0,-89.167
5000.0,16.096,1977230.0,-89.178
6000.0,16.158,1641510.0,-89.3
6400.0,16.133,1541310.0,-89.293
6660.0,16.118,1482450.0,-89.293
8000.0,16.056,1238800.0,-89.278
9600.0,16.031,1034060.0,-89.552
10000.0,16.028,992903.0,-89.63
12000.0,15.983,829851.0,-89.417
12500.0,15.99,796244.0,-89.429
15000.0,16.019,662349.0,-89.475
16000.0,16.008,621386.0,-89.393
16600.0,16.001,599150.0,-89.343
20000.0,15.98,497934.0,-89.059
24000.0,15.928,416336.0,-89.257
25000.0,15.918,399934.0,-89.311
30000.0,15.96,332387.0,-89.223
32000.0,15.93,312205.0,-89.417
33300.0,15.918,300265.0,-89.553
40000.0,15.939,249626.0,-90.304
48000.0,15.882,208774.0,-89.543
50000.0,15.881,200424.0,-89.368
60000.0,15.821,167650.0,-89.213
64000.0,15.811,157269.0,-89.197
66600.0,15.805,151197.0,-89.187
80000.0,15.775,126100.0,-89.146
96000.0,15.754,105229.0,-89.159
100000.0,15.75,101044.0,-89.157
120000.0,15.722,84352.6,-89.148
125000.0,15.721,80985.2,-89.138
150000.0,15.713,67519.2,-89.103
160000.0,15.694,63376.1,-89.086
166000.0,15.683,61128.6,-89.077
200000.0,15.631,50904.2,-89.03
240000.0,15.607,42486.6,-89.013
250000.0,15.602,40801.2,-89.01
300000.0,15.566,34077.4,-88.991
320000.0,15.565,31950.0,-88.999
333000.0,15.564,30704.8,-89.005
400000.0,15.56,25569.0,-89.026
480000.0,15.535,21341.1,-88.944
500000.0,15.53,20493.8,-88.924
600000.0,15.511,17098.8,-88.921
640000.0,15.513,16028.5,-88.919
666000.0,15.514,15401.9,-88.918
800000.0,15.523,12814.5,-88.909
960000.0,15.541,10665.8,-88.865
1000000.0,15.829,10053.2,-88.868
