Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,13.446,11836000.0,-90.304
1200.0,12.625,10405900.0,-82.247
1250.0,12.437,10146600.0,-82.379
1500.0,11.623,9093820.0,-84.918
1600.0,11.927,8331390.0,-87.553
1660.0,12.134,7896480.0,-88.701
2000.0,13.318,5974820.0,-90.717
2400.0,13.343,4970710.0,-89.497
2500.0,13.373,4759710.0,-89.295
3000.0,13.222,4009780.0,-91.574
3200.0,13.205,3765440.0,-90.961
3330.0,13.207,3618110.0,-90.588
4000.0,13.348,2981290.0,-89.228
4800.0,13.31,2490770.0,-89.284
5000.0,13.302,2392340.0,-89.309
6000.0,13.371,1983610.0,-89.454
6400.0,13.35,1862610.0,-89.446
6660.0,13.337,1791570.0,-89.44
8000.0,13.284,1497540.0,-89.436
9600.0,13.267,1249820.0,-89.774
10000.0,13.264,1199880.0,-89.856
12000.0,13.226,1002680.0,-89.598
12500.0,13.236,961911.0,-89.615
15000.0,13.272,799405.0,-89.673
16000.0,13.264,749895.0,-89.573
16600.0,13.259,723046.0,-89.513
20000.0,13.246,600689.0,-89.174
24000.0,13.201,502278.0,-89.415
25000.0,13.194,482495.0,-89.482
30000.0,13.244,400547.0,-89.378
32000.0,13.217,376283.0,-89.612
33300.0,13.206,361905.0,-89.779
40000.0,13.236,300562.0,-90.686
48000.0,13.187,251428.0,-89.772
50000.0,13.189,241336.0,-89.564
60000.0,13.138,201889.0,-89.381
64000.0,13.131,189379.0,-89.363
66600.0,13.126,182049.0,-89.353
80000.0,13.106,151788.0,-89.308
96000.0,13.093,126608.0,-89.33
100000.0,13.091,121563.0,-89.328
120000.0,13.073,101450.0,-89.321
125000.0,13.074,97382.8,-89.31
150000.0,13.075,81141.0,-89.27
160000.0,13.059,76164.0,-89.254
166000.0,13.05,73462.0,-89.243
200000.0,13.008,61171.0,-89.189
240000.0,12.991,51039.9,-89.171
250000.0,12.988,49010.2,-89.168
300000.0,12.963,40921.6,-89.148
320000.0,12.964,38359.9,-89.157
333000.0,12.965,36860.3,-89.162
400000.0,12.968,30679.0,-89.193
480000.0,12.95,25600.5,-89.096
500000.0,12.947,24582.7,-89.072
600000.0,12.934,20506.2,-89.07
640000.0,12.937,19220.6,-89.071
666000.0,12.938,18467.9,-89.066
800000.0,12.95,15360.6,-89.061
960000.0,12.969,12781.4,-89.011
1000000.0,13.265,11996.6,-89.016
