Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.68,9539680.0,-90.025
1200.0,15.824,8314630.0,-83.645
1250.0,15.651,8082920.0,-83.714
1500.0,14.864,7123050.0,-85.843
1600.0,15.132,6565160.0,-87.855
1660.0,15.356,6237920.0,-88.733
2000.0,16.523,4818180.0,-90.356
2400.0,16.543,4009230.0,-89.45
2500.0,16.568,3842430.0,-89.225
3000.0,16.415,3231880.0,-91.063
3200.0,16.392,3033920.0,-90.57
3330.0,16.391,2915760.0,-90.27
4000.0,16.52,2407780.0,-89.176
4800.0,16.485,2011180.0,-89.23
5000.0,16.473,1932200.0,-89.243
6000.0,16.534,1604140.0,-89.355
6400.0,16.511,1506020.0,-89.347
6660.0,16.497,1448390.0,-89.343
8000.0,16.436,1210200.0,-89.327
9600.0,16.413,1010190.0,-89.606
10000.0,16.41,969870.0,-89.676
12000.0,16.365,810385.0,-89.467
12500.0,16.373,777638.0,-89.476
15000.0,16.403,646846.0,-89.52
16000.0,16.392,606814.0,-89.438
16600.0,16.386,585103.0,-89.389
20000.0,16.366,486213.0,-89.111
24000.0,16.314,406471.0,-89.302
25000.0,16.304,390442.0,-89.356
30000.0,16.347,324507.0,-89.266
32000.0,16.318,304793.0,-89.454
33300.0,16.305,293126.0,-89.588
40000.0,16.328,243684.0,-90.319
48000.0,16.271,203778.0,-89.572
50000.0,16.271,195627.0,-89.403
60000.0,16.211,163617.0,-89.249
64000.0,16.201,153488.0,-89.232
66600.0,16.195,147547.0,-89.223
80000.0,16.166,123057.0,-89.183
96000.0,16.145,102679.0,-89.195
100000.0,16.141,98594.2,-89.192
120000.0,16.114,82300.7,-89.183
125000.0,16.112,79015.1,-89.174
150000.0,16.106,65874.1,-89.138
160000.0,16.086,61829.1,-89.123
166000.0,16.076,59635.5,-89.114
200000.0,16.024,49655.1,-89.065
240000.0,16.0,41441.2,-89.049
250000.0,15.995,39796.7,-89.046
300000.0,15.96,33235.1,-89.027
320000.0,15.96,31159.8,-89.034
333000.0,15.959,29945.3,-89.04
400000.0,15.955,24935.0,-89.06
480000.0,15.931,20810.1,-88.979
500000.0,15.926,19983.2,-88.959
600000.0,15.909,16671.0,-88.956
640000.0,15.911,15627.0,-88.953
666000.0,15.912,15015.6,-88.952
800000.0,15.923,12492.4,-88.942
960000.0,15.944,10396.4,-88.898
1000000.0,16.231,9803.33,-88.901
