Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.719,10124000.0,-90.207
1200.0,14.903,8834610.0,-83.413
1250.0,14.707,8600530.0,-83.483
1500.0,13.864,7599120.0,-85.724
1600.0,14.191,7001420.0,-87.893
1660.0,14.399,6656410.0,-88.869
2000.0,15.583,5103280.0,-90.573
2400.0,15.615,4248560.0,-89.576
2500.0,15.642,4069310.0,-89.355
3000.0,15.492,3424190.0,-91.296
3200.0,15.47,3214480.0,-90.767
3330.0,15.474,3088480.0,-90.459
4000.0,15.61,2548760.0,-89.273
4800.0,15.575,2128850.0,-89.343
5000.0,15.567,2044920.0,-89.359
6000.0,15.632,1696720.0,-89.469
6400.0,15.611,1593040.0,-89.461
6660.0,15.596,1532150.0,-89.46
8000.0,15.541,1280020.0,-89.448
9600.0,15.521,1068190.0,-89.727
10000.0,15.52,1025520.0,-89.795
12000.0,15.479,856843.0,-89.574
12500.0,15.488,822053.0,-89.586
15000.0,15.522,683551.0,-89.627
16000.0,15.513,641220.0,-89.542
16600.0,15.507,618235.0,-89.49
20000.0,15.491,513654.0,-89.192
24000.0,15.444,429380.0,-89.393
25000.0,15.435,412450.0,-89.449
30000.0,15.481,342667.0,-89.353
32000.0,15.453,321845.0,-89.549
33300.0,15.441,309514.0,-89.692
40000.0,15.468,257226.0,-90.46
48000.0,15.415,215096.0,-89.674
50000.0,15.415,206485.0,-89.495
60000.0,15.36,172693.0,-89.333
64000.0,15.351,161995.0,-89.315
66600.0,15.345,155723.0,-89.305
80000.0,15.32,129850.0,-89.263
96000.0,15.303,108332.0,-89.276
100000.0,15.3,104018.0,-89.273
120000.0,15.276,86817.2,-89.262
125000.0,15.276,83344.3,-89.252
150000.0,15.272,69470.9,-89.216
160000.0,15.254,65204.9,-89.199
166000.0,15.244,62888.4,-89.19
200000.0,15.196,52360.3,-89.14
240000.0,15.176,43692.9,-89.123
250000.0,15.171,41958.0,-89.12
300000.0,15.141,35036.1,-89.101
320000.0,15.14,32846.5,-89.108
333000.0,15.141,31564.1,-89.112
400000.0,15.14,26278.4,-89.138
480000.0,15.118,21929.6,-89.053
500000.0,15.114,21058.0,-89.032
600000.0,15.098,17566.7,-89.029
640000.0,15.101,16466.1,-89.029
666000.0,15.102,15821.9,-89.027
800000.0,15.113,13161.8,-89.019
960000.0,15.133,10953.6,-88.976
1000000.0,15.42,10319.6,-88.981
