Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.612,9576460.0,-90.171
1200.0,15.794,8346830.0,-83.712
1250.0,15.608,8112850.0,-83.886
1500.0,14.792,7154500.0,-85.935
1600.0,15.1,6584190.0,-88.02
1660.0,15.295,6266750.0,-88.903
2000.0,16.491,4826930.0,-90.528
2400.0,16.51,4012910.0,-89.585
2500.0,16.528,3848510.0,-89.388
3000.0,16.386,3236110.0,-91.235
3200.0,16.37,3037880.0,-90.727
3330.0,16.372,2919040.0,-90.424
4000.0,16.507,2410340.0,-89.314
4800.0,16.472,2012980.0,-89.363
5000.0,16.465,1933400.0,-89.383
6000.0,16.531,1604610.0,-89.493
6400.0,16.509,1506370.0,-89.481
6660.0,16.496,1448770.0,-89.478
8000.0,16.439,1210050.0,-89.47
9600.0,16.422,1009730.0,-89.735
10000.0,16.418,969450.0,-89.798
12000.0,16.377,809866.0,-89.586
12500.0,16.386,777061.0,-89.595
15000.0,16.419,646245.0,-89.636
16000.0,16.41,606185.0,-89.554
16600.0,16.404,584463.0,-89.505
20000.0,16.387,485578.0,-89.223
24000.0,16.339,405862.0,-89.411
25000.0,16.33,389841.0,-89.463
30000.0,16.377,323940.0,-89.373
32000.0,16.349,304231.0,-89.56
33300.0,16.336,292564.0,-89.693
40000.0,16.362,243170.0,-90.42
48000.0,16.308,203318.0,-89.672
50000.0,16.309,195176.0,-89.504
60000.0,16.252,163201.0,-89.351
64000.0,16.244,153085.0,-89.335
66600.0,16.238,147157.0,-89.325
80000.0,16.212,122705.0,-89.282
96000.0,16.194,102367.0,-89.296
100000.0,16.191,98291.3,-89.292
120000.0,16.166,82032.6,-89.284
125000.0,16.166,78754.7,-89.274
150000.0,16.162,65643.0,-89.239
160000.0,16.144,61610.4,-89.224
166000.0,16.134,59420.4,-89.215
200000.0,16.085,49465.1,-89.167
240000.0,16.065,41274.3,-89.152
250000.0,16.06,39634.2,-89.148
300000.0,16.028,33093.4,-89.13
320000.0,16.029,31024.6,-89.137
333000.0,16.028,29813.8,-89.143
400000.0,16.028,24821.2,-89.163
480000.0,16.007,20711.0,-89.083
500000.0,16.003,19887.5,-89.063
600000.0,15.988,16588.2,-89.06
640000.0,15.991,15548.3,-89.058
666000.0,15.993,14939.6,-89.056
800000.0,16.006,12427.0,-89.047
960000.0,16.03,10340.3,-89.003
1000000.0,16.32,9750.61,-89.002
