Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.834,10064400.0,-90.213
1200.0,14.993,8778800.0,-83.424
1250.0,14.811,8543000.0,-83.564
1500.0,13.992,7565620.0,-85.696
1600.0,14.3,6950470.0,-87.921
1660.0,14.51,6610600.0,-88.906
2000.0,15.693,5072110.0,-90.581
2400.0,15.717,4216330.0,-89.575
2500.0,15.744,4043220.0,-89.362
3000.0,15.595,3400950.0,-91.3
3200.0,15.575,3192760.0,-90.771
3330.0,15.578,3068040.0,-90.461
4000.0,15.713,2531840.0,-89.301
4800.0,15.679,2114980.0,-89.344
5000.0,15.669,2031400.0,-89.37
6000.0,15.737,1685440.0,-89.481
6400.0,15.715,1582510.0,-89.473
6660.0,15.701,1521940.0,-89.468
8000.0,15.646,1271290.0,-89.456
9600.0,15.627,1060850.0,-89.734
10000.0,15.624,1018640.0,-89.81
12000.0,15.584,851067.0,-89.589
12500.0,15.593,816556.0,-89.599
15000.0,15.627,678959.0,-89.644
16000.0,15.618,636908.0,-89.558
16600.0,15.612,614098.0,-89.507
20000.0,15.597,510177.0,-89.214
24000.0,15.55,426451.0,-89.412
25000.0,15.541,409628.0,-89.47
30000.0,15.588,340318.0,-89.377
32000.0,15.56,319635.0,-89.574
33300.0,15.549,307384.0,-89.715
40000.0,15.576,255445.0,-90.481
48000.0,15.523,213606.0,-89.7
50000.0,15.524,205040.0,-89.522
60000.0,15.469,171473.0,-89.363
64000.0,15.46,160846.0,-89.347
66600.0,15.455,154615.0,-89.337
80000.0,15.431,128919.0,-89.296
96000.0,15.414,107547.0,-89.312
100000.0,15.412,103263.0,-89.309
120000.0,15.389,86182.0,-89.299
125000.0,15.389,82732.6,-89.289
150000.0,15.387,68954.7,-89.254
160000.0,15.369,64717.0,-89.239
166000.0,15.359,62417.6,-89.228
200000.0,15.313,51963.4,-89.182
240000.0,15.294,43357.5,-89.165
250000.0,15.289,41634.8,-89.163
300000.0,15.26,34762.7,-89.145
320000.0,15.26,32588.4,-89.153
333000.0,15.261,31315.9,-89.156
400000.0,15.262,26069.4,-89.182
480000.0,15.242,21751.8,-89.099
500000.0,15.238,20886.7,-89.078
600000.0,15.224,17421.4,-89.076
640000.0,15.228,16329.0,-89.076
666000.0,15.23,15689.6,-89.074
800000.0,15.244,13049.4,-89.066
960000.0,15.267,10857.8,-89.022
1000000.0,15.557,10229.2,-89.019
