Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.751,10099900.0,-90.256
1200.0,14.926,8823480.0,-83.448
1250.0,14.748,8574280.0,-83.521
1500.0,13.942,7584780.0,-85.655
1600.0,14.24,6979090.0,-87.924
1660.0,14.449,6637360.0,-88.885
2000.0,15.632,5088910.0,-90.559
2400.0,15.648,4237250.0,-89.555
2500.0,15.685,4058500.0,-89.362
3000.0,15.535,3414800.0,-91.299
3200.0,15.516,3205450.0,-90.772
3330.0,15.518,3079890.0,-90.464
4000.0,15.653,2541960.0,-89.296
4800.0,15.615,2122810.0,-89.334
5000.0,15.609,2038960.0,-89.357
6000.0,15.675,1692180.0,-89.475
6400.0,15.653,1588610.0,-89.463
6660.0,15.64,1527850.0,-89.456
8000.0,15.584,1276520.0,-89.452
9600.0,15.563,1065230.0,-89.728
10000.0,15.562,1022700.0,-89.799
12000.0,15.521,854459.0,-89.574
12500.0,15.531,819789.0,-89.587
15000.0,15.564,681675.0,-89.631
16000.0,15.555,639453.0,-89.544
16600.0,15.549,616545.0,-89.493
20000.0,15.533,512247.0,-89.198
24000.0,15.486,428196.0,-89.398
25000.0,15.477,411301.0,-89.455
30000.0,15.523,341732.0,-89.361
32000.0,15.496,320950.0,-89.56
33300.0,15.484,308669.0,-89.701
40000.0,15.511,256510.0,-90.471
48000.0,15.457,214501.0,-89.687
50000.0,15.458,205909.0,-89.509
60000.0,15.402,172203.0,-89.35
64000.0,15.394,161528.0,-89.334
66600.0,15.389,155278.0,-89.324
80000.0,15.364,129473.0,-89.283
96000.0,15.347,108013.0,-89.299
100000.0,15.345,103712.0,-89.296
120000.0,15.322,86556.4,-89.288
125000.0,15.322,83091.1,-89.279
150000.0,15.319,69254.9,-89.243
160000.0,15.302,65000.3,-89.23
166000.0,15.292,62691.7,-89.22
200000.0,15.245,52192.9,-89.172
240000.0,15.226,43549.9,-89.156
250000.0,15.222,41819.2,-89.153
300000.0,15.192,34917.1,-89.135
320000.0,15.192,32734.3,-89.143
333000.0,15.192,31456.0,-89.147
400000.0,15.193,26187.0,-89.173
480000.0,15.172,21851.5,-89.089
500000.0,15.168,20982.6,-89.068
600000.0,15.153,17502.7,-89.066
640000.0,15.156,16405.9,-89.065
666000.0,15.158,15763.7,-89.064
800000.0,15.17,13112.9,-89.055
960000.0,15.19,10912.7,-89.011
1000000.0,15.481,10279.4,-89.002
