Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.248,9783510.0,-90.216
1200.0,15.407,8534410.0,-83.669
1250.0,15.238,8305410.0,-83.734
1500.0,14.436,7334760.0,-85.852
1600.0,14.729,6745470.0,-87.989
1660.0,14.929,6413990.0,-88.98
2000.0,16.119,4934720.0,-90.571
2400.0,16.153,4107340.0,-89.617
2500.0,16.178,3935800.0,-89.382
3000.0,16.026,3309710.0,-91.256
3200.0,16.007,3106950.0,-90.745
3330.0,16.01,2985370.0,-90.449
4000.0,16.143,2464760.0,-89.309
4800.0,16.11,2058190.0,-89.377
5000.0,16.101,1976960.0,-89.383
6000.0,16.168,1640470.0,-89.491
6400.0,16.146,1540130.0,-89.487
6660.0,16.132,1481190.0,-89.481
8000.0,16.077,1237340.0,-89.471
9600.0,16.057,1032400.0,-89.738
10000.0,16.055,991266.0,-89.817
12000.0,16.014,828111.0,-89.602
12500.0,16.024,794538.0,-89.61
15000.0,16.058,660731.0,-89.651
16000.0,16.049,619763.0,-89.569
16600.0,16.044,597577.0,-89.52
20000.0,16.027,496442.0,-89.235
24000.0,15.98,414929.0,-89.43
25000.0,15.972,398569.0,-89.484
30000.0,16.019,331155.0,-89.394
32000.0,15.991,311018.0,-89.588
33300.0,15.98,299088.0,-89.725
40000.0,16.007,248563.0,-90.468
48000.0,15.954,207825.0,-89.709
50000.0,15.955,199498.0,-89.538
60000.0,15.9,166818.0,-89.384
64000.0,15.891,156469.0,-89.368
66600.0,15.886,150413.0,-89.36
80000.0,15.862,125408.0,-89.32
96000.0,15.846,104614.0,-89.335
100000.0,15.844,100446.0,-89.333
120000.0,15.821,83824.6,-89.322
125000.0,15.821,80470.4,-89.314
150000.0,15.819,67068.1,-89.279
160000.0,15.801,62943.4,-89.265
166000.0,15.792,60707.4,-89.255
200000.0,15.746,50534.4,-89.209
240000.0,15.727,42162.6,-89.193
250000.0,15.723,40486.2,-89.19
300000.0,15.693,33802.2,-89.172
320000.0,15.694,31688.2,-89.179
333000.0,15.694,30450.8,-89.186
400000.0,15.695,25349.1,-89.208
480000.0,15.675,21150.1,-89.126
500000.0,15.671,20308.9,-89.105
600000.0,15.657,16939.1,-89.103
640000.0,15.661,15877.1,-89.101
666000.0,15.663,15255.4,-89.099
800000.0,15.676,12689.3,-89.09
960000.0,15.698,10559.2,-89.047
1000000.0,15.99,9951.91,-89.036
