Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.815,10745400.0,-90.263
1200.0,13.998,9411190.0,-83.019
1250.0,13.801,9158250.0,-83.112
1500.0,12.975,8154880.0,-85.428
1600.0,13.289,7479440.0,-87.776
1660.0,13.502,7097270.0,-88.807
2000.0,14.686,5418590.0,-90.627
2400.0,14.723,4507740.0,-89.523
2500.0,14.741,4318650.0,-89.347
3000.0,14.588,3634390.0,-91.414
3200.0,14.572,3412380.0,-90.85
3330.0,14.575,3279290.0,-90.52
4000.0,14.709,2704430.0,-89.284
4800.0,14.674,2258640.0,-89.341
5000.0,14.67,2169720.0,-89.363
6000.0,14.738,1799750.0,-89.487
6400.0,14.714,1689850.0,-89.474
6660.0,14.702,1625310.0,-89.47
8000.0,14.646,1358280.0,-89.458
9600.0,14.627,1133080.0,-89.758
10000.0,14.627,1088030.0,-89.841
12000.0,14.589,909075.0,-89.606
12500.0,14.597,872176.0,-89.618
15000.0,14.633,725048.0,-89.668
16000.0,14.624,680128.0,-89.577
16600.0,14.619,655760.0,-89.523
20000.0,14.605,544797.0,-89.213
24000.0,14.56,455430.0,-89.427
25000.0,14.551,437467.0,-89.49
30000.0,14.6,363334.0,-89.394
32000.0,14.573,341271.0,-89.604
33300.0,14.562,328204.0,-89.756
40000.0,14.591,272686.0,-90.575
48000.0,14.54,228038.0,-89.744
50000.0,14.541,218891.0,-89.555
60000.0,14.488,183071.0,-89.388
64000.0,14.48,171725.0,-89.371
66600.0,14.476,165073.0,-89.361
80000.0,14.454,137632.0,-89.319
96000.0,14.439,114804.0,-89.337
100000.0,14.437,110231.0,-89.335
120000.0,14.417,91990.6,-89.327
125000.0,14.417,88306.0,-89.316
150000.0,14.417,73588.9,-89.28
160000.0,14.401,69071.3,-89.263
166000.0,14.391,66616.5,-89.254
200000.0,14.347,55460.9,-89.203
240000.0,14.33,46273.6,-89.19
250000.0,14.326,44433.5,-89.186
300000.0,14.299,37099.2,-89.169
320000.0,14.3,34777.5,-89.178
333000.0,14.301,33418.1,-89.181
400000.0,14.303,27815.5,-89.21
480000.0,14.285,23209.1,-89.122
500000.0,14.281,22285.9,-89.1
600000.0,14.269,18588.4,-89.098
640000.0,14.272,17422.3,-89.099
666000.0,14.274,16740.0,-89.096
800000.0,14.288,13922.5,-89.088
960000.0,14.31,11584.2,-89.044
1000000.0,14.599,10900.1,-89.042
