Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.71,9527960.0,-90.124
1200.0,15.88,8303900.0,-83.733
1250.0,15.692,8066240.0,-83.858
1500.0,14.841,7120770.0,-86.01
1600.0,15.174,6549180.0,-87.986
1660.0,15.375,6230300.0,-88.845
2000.0,16.562,4801100.0,-90.513
2400.0,16.603,3998360.0,-89.533
2500.0,16.621,3829000.0,-89.353
3000.0,16.469,3220760.0,-91.184
3200.0,16.448,3023140.0,-90.695
3330.0,16.451,2904620.0,-90.386
4000.0,16.587,2398490.0,-89.291
4800.0,16.552,2003190.0,-89.335
5000.0,16.543,1923990.0,-89.363
6000.0,16.608,1597130.0,-89.47
6400.0,16.586,1499230.0,-89.458
6660.0,16.573,1441860.0,-89.454
8000.0,16.517,1204290.0,-89.439
9600.0,16.494,1005000.0,-89.7
10000.0,16.493,964959.0,-89.775
12000.0,16.451,806157.0,-89.564
12500.0,16.46,773489.0,-89.572
15000.0,16.493,643272.0,-89.613
16000.0,16.483,603446.0,-89.531
16600.0,16.477,581843.0,-89.48
20000.0,16.46,483403.0,-89.201
24000.0,16.411,404045.0,-89.387
25000.0,16.402,388124.0,-89.439
30000.0,16.448,322521.0,-89.349
32000.0,16.419,302915.0,-89.535
33300.0,16.407,291307.0,-89.668
40000.0,16.432,242143.0,-90.392
48000.0,16.377,202457.0,-89.648
50000.0,16.377,194353.0,-89.479
60000.0,16.32,162524.0,-89.325
64000.0,16.311,152456.0,-89.309
66600.0,16.305,146553.0,-89.3
80000.0,16.278,122211.0,-89.258
96000.0,16.259,101958.0,-89.269
100000.0,16.256,97897.5,-89.266
120000.0,16.23,81709.8,-89.255
125000.0,16.23,78445.9,-89.245
150000.0,16.225,65390.9,-89.209
160000.0,16.206,61373.3,-89.193
166000.0,16.196,59193.3,-89.184
200000.0,16.147,49280.0,-89.137
240000.0,16.125,41121.5,-89.119
250000.0,16.12,39489.1,-89.116
300000.0,16.087,32973.9,-89.097
320000.0,16.087,30913.9,-89.105
333000.0,16.087,29707.3,-89.11
400000.0,16.085,24733.9,-89.13
480000.0,16.063,20639.2,-89.05
500000.0,16.059,19818.9,-89.03
600000.0,16.044,16531.4,-89.028
640000.0,16.047,15495.4,-89.024
666000.0,16.049,14888.8,-89.023
800000.0,16.062,12384.9,-89.013
960000.0,16.086,10305.3,-88.969
1000000.0,16.374,9718.78,-88.965
