Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.659,10153000.0,-90.087
1200.0,14.832,8885400.0,-83.19
1250.0,14.647,8632920.0,-83.337
1500.0,13.855,7646770.0,-85.456
1600.0,14.133,7030910.0,-87.74
1660.0,14.354,6682730.0,-88.656
2000.0,15.522,5127630.0,-90.412
2400.0,15.538,4263540.0,-89.412
2500.0,15.569,4088790.0,-89.224
3000.0,15.413,3441660.0,-91.167
3200.0,15.392,3230890.0,-90.636
3330.0,15.396,3104560.0,-90.324
4000.0,15.522,2562420.0,-89.159
4800.0,15.488,2141160.0,-89.213
5000.0,15.476,2056450.0,-89.236
6000.0,15.541,1706780.0,-89.35
6400.0,15.517,1602470.0,-89.343
6660.0,15.503,1541300.0,-89.338
8000.0,15.445,1288100.0,-89.338
9600.0,15.419,1075130.0,-89.623
10000.0,15.418,1032240.0,-89.695
12000.0,15.375,862590.0,-89.476
12500.0,15.382,827670.0,-89.487
15000.0,15.414,688326.0,-89.533
16000.0,15.404,645742.0,-89.45
16600.0,15.397,622639.0,-89.396
20000.0,15.378,517393.0,-89.101
24000.0,15.328,432578.0,-89.307
25000.0,15.319,415548.0,-89.366
30000.0,15.364,345270.0,-89.272
32000.0,15.335,324316.0,-89.474
33300.0,15.322,311906.0,-89.618
40000.0,15.347,259240.0,-90.396
48000.0,15.292,216819.0,-89.604
50000.0,15.292,208135.0,-89.425
60000.0,15.234,174092.0,-89.263
64000.0,15.225,163313.0,-89.248
66600.0,15.219,156998.0,-89.238
80000.0,15.193,130929.0,-89.196
96000.0,15.174,109246.0,-89.211
100000.0,15.171,104897.0,-89.209
120000.0,15.145,87563.2,-89.2
125000.0,15.144,84060.9,-89.19
150000.0,15.139,70072.5,-89.152
160000.0,15.121,65773.0,-89.136
166000.0,15.111,63440.1,-89.128
200000.0,15.062,52826.8,-89.079
240000.0,15.04,44086.6,-89.062
250000.0,15.034,42337.0,-89.059
300000.0,15.002,35356.3,-89.04
320000.0,15.002,33147.5,-89.049
333000.0,15.002,31854.5,-89.052
400000.0,14.999,26522.9,-89.078
480000.0,14.976,22135.8,-88.992
500000.0,14.972,21256.7,-88.972
600000.0,14.954,17734.2,-88.969
640000.0,14.956,16623.8,-88.969
666000.0,14.957,15973.6,-88.967
800000.0,14.967,13289.1,-88.959
960000.0,14.986,11060.1,-88.916
1000000.0,15.269,10421.0,-88.919
