Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.599,10905200.0,-90.254
1200.0,13.778,9553440.0,-82.878
1250.0,13.584,9305720.0,-82.987
1500.0,12.769,8266770.0,-85.31
1600.0,13.077,7603310.0,-87.707
1660.0,13.289,7221710.0,-88.805
2000.0,14.464,5500380.0,-90.593
2400.0,14.501,4572840.0,-89.524
2500.0,14.518,4385220.0,-89.314
3000.0,14.366,3691070.0,-91.4
3200.0,14.347,3466010.0,-90.837
3330.0,14.351,3330690.0,-90.49
4000.0,14.487,2746470.0,-89.24
4800.0,14.449,2294850.0,-89.287
5000.0,14.442,2204070.0,-89.312
6000.0,14.509,1828310.0,-89.439
6400.0,14.487,1716540.0,-89.429
6660.0,14.473,1651080.0,-89.422
8000.0,14.417,1379840.0,-89.412
9600.0,14.398,1151600.0,-89.723
10000.0,14.396,1105570.0,-89.803
12000.0,14.356,923825.0,-89.565
12500.0,14.365,886344.0,-89.576
15000.0,14.4,736866.0,-89.627
16000.0,14.391,691240.0,-89.534
16600.0,14.385,666482.0,-89.478
20000.0,14.37,553729.0,-89.163
24000.0,14.323,462961.0,-89.381
25000.0,14.315,444713.0,-89.443
30000.0,14.363,369361.0,-89.347
32000.0,14.335,346957.0,-89.561
33300.0,14.324,333681.0,-89.715
40000.0,14.352,277232.0,-90.549
48000.0,14.3,231882.0,-89.703
50000.0,14.301,222578.0,-89.51
60000.0,14.247,186180.0,-89.338
64000.0,14.239,174647.0,-89.323
66600.0,14.233,167888.0,-89.312
80000.0,14.21,139995.0,-89.269
96000.0,14.195,116783.0,-89.286
100000.0,14.193,112134.0,-89.283
120000.0,14.171,93588.9,-89.275
125000.0,14.171,89842.8,-89.266
150000.0,14.17,74874.9,-89.228
160000.0,14.152,70281.8,-89.21
166000.0,14.143,67785.6,-89.202
200000.0,14.097,56444.2,-89.152
240000.0,14.079,47097.6,-89.135
250000.0,14.075,45226.7,-89.131
300000.0,14.046,37766.6,-89.114
320000.0,14.047,35403.6,-89.121
333000.0,14.047,34021.4,-89.126
400000.0,14.048,28321.2,-89.154
480000.0,14.027,23635.0,-89.065
500000.0,14.024,22695.6,-89.043
600000.0,14.008,18933.5,-89.041
640000.0,14.011,17747.0,-89.042
666000.0,14.012,17052.8,-89.039
800000.0,14.023,14185.6,-89.033
960000.0,14.041,11806.0,-88.989
1000000.0,14.328,11107.0,-88.996
