Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,15.409,10335500.0,-90.273
1200.0,14.59,9032160.0,-83.225
1250.0,14.387,8789410.0,-83.381
1500.0,13.572,7789990.0,-85.645
1600.0,13.88,7161140.0,-87.85
1660.0,14.097,6802230.0,-88.824
2000.0,15.271,5210520.0,-90.59
2400.0,15.292,4336750.0,-89.515
2500.0,15.325,4153690.0,-89.356
3000.0,15.167,3496490.0,-91.337
3200.0,15.155,3281270.0,-90.794
3330.0,15.158,3152650.0,-90.467
4000.0,15.293,2601200.0,-89.286
4800.0,15.258,2172400.0,-89.327
5000.0,15.249,2086790.0,-89.346
6000.0,15.317,1731410.0,-89.455
6400.0,15.295,1625820.0,-89.455
6660.0,15.282,1563590.0,-89.452
8000.0,15.227,1306350.0,-89.438
9600.0,15.206,1090290.0,-89.727
10000.0,15.204,1046730.0,-89.801
12000.0,15.164,874553.0,-89.567
12500.0,15.174,839087.0,-89.583
15000.0,15.208,697621.0,-89.625
16000.0,15.198,654447.0,-89.539
16600.0,15.193,631019.0,-89.487
20000.0,15.177,524283.0,-89.183
24000.0,15.128,438277.0,-89.39
25000.0,15.12,421001.0,-89.444
30000.0,15.167,349744.0,-89.348
32000.0,15.14,328501.0,-89.551
33300.0,15.128,315929.0,-89.694
40000.0,15.154,262536.0,-90.481
48000.0,15.101,219559.0,-89.677
50000.0,15.102,210760.0,-89.493
60000.0,15.046,176279.0,-89.329
64000.0,15.038,165356.0,-89.314
66600.0,15.033,158954.0,-89.302
80000.0,15.008,132548.0,-89.26
96000.0,14.99,110582.0,-89.273
100000.0,14.988,106179.0,-89.27
120000.0,14.964,88620.9,-89.263
125000.0,14.964,85076.6,-89.253
150000.0,14.961,70910.2,-89.216
160000.0,14.943,66557.3,-89.197
166000.0,14.934,64193.2,-89.191
200000.0,14.886,53449.2,-89.141
240000.0,14.867,44600.9,-89.124
250000.0,14.862,42829.2,-89.121
300000.0,14.832,35763.6,-89.103
320000.0,14.832,33528.5,-89.11
333000.0,14.832,32218.9,-89.114
400000.0,14.832,26822.7,-89.141
480000.0,14.811,22383.9,-89.055
500000.0,14.807,21494.0,-89.034
600000.0,14.791,17930.4,-89.032
640000.0,14.794,16806.9,-89.031
666000.0,14.795,16149.0,-89.03
800000.0,14.807,13433.6,-89.022
960000.0,14.827,11179.6,-88.978
1000000.0,15.115,10527.8,-88.978
