Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,13.887,11460000.0,-90.273
1200.0,13.066,10065300.0,-82.449
1250.0,12.876,9804310.0,-82.579
1500.0,12.053,8778500.0,-85.105
1600.0,12.367,8038940.0,-87.623
1660.0,12.581,7620100.0,-88.691
2000.0,13.757,5784120.0,-90.654
2400.0,13.779,4807420.0,-89.5
2500.0,13.809,4609820.0,-89.282
3000.0,13.658,3881910.0,-91.494
3200.0,13.639,3645680.0,-90.894
3330.0,13.643,3503100.0,-90.536
4000.0,13.778,2887440.0,-89.217
4800.0,13.742,2412360.0,-89.285
5000.0,13.736,2317110.0,-89.298
6000.0,13.803,1921600.0,-89.434
6400.0,13.781,1804310.0,-89.422
6660.0,13.768,1735520.0,-89.419
8000.0,13.714,1450720.0,-89.402
9600.0,13.693,1210540.0,-89.726
10000.0,13.692,1162340.0,-89.818
12000.0,13.655,971338.0,-89.569
12500.0,13.663,931853.0,-89.581
15000.0,13.699,774546.0,-89.635
16000.0,13.69,726608.0,-89.538
16600.0,13.684,700585.0,-89.481
20000.0,13.67,582079.0,-89.151
24000.0,13.625,486689.0,-89.381
25000.0,13.616,467537.0,-89.446
30000.0,13.665,388209.0,-89.345
32000.0,13.637,364698.0,-89.569
33300.0,13.626,350751.0,-89.731
40000.0,13.655,291370.0,-90.61
48000.0,13.604,243721.0,-89.721
50000.0,13.605,233952.0,-89.52
60000.0,13.553,195716.0,-89.341
64000.0,13.545,183591.0,-89.321
66600.0,13.54,176489.0,-89.312
80000.0,13.518,147166.0,-89.267
96000.0,13.503,122767.0,-89.286
100000.0,13.501,117874.0,-89.284
120000.0,13.481,98380.3,-89.279
125000.0,13.481,94441.0,-89.268
150000.0,13.481,78701.6,-89.23
160000.0,13.464,73874.6,-89.211
166000.0,13.455,71254.8,-89.202
200000.0,13.41,59335.8,-89.15
240000.0,13.392,49512.3,-89.133
250000.0,13.388,47545.9,-89.13
300000.0,13.361,39702.5,-89.111
320000.0,13.361,37219.7,-89.12
333000.0,13.362,35765.1,-89.125
400000.0,13.364,29772.2,-89.156
480000.0,13.344,24846.0,-89.063
500000.0,13.34,23859.1,-89.04
600000.0,13.325,19904.9,-89.04
640000.0,13.327,18657.9,-89.042
666000.0,13.328,17927.8,-89.037
800000.0,13.338,14914.0,-89.034
960000.0,13.355,12412.6,-88.99
1000000.0,13.64,11666.4,-88.997
