Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.807,9469700.0,-90.003
1200.0,15.971,8243730.0,-83.591
1250.0,15.786,8016660.0,-83.749
1500.0,14.95,7076290.0,-85.714
1600.0,15.268,6510600.0,-87.847
1660.0,15.466,6190740.0,-88.794
2000.0,16.647,4779710.0,-90.35
2400.0,16.68,3977470.0,-89.445
2500.0,16.696,3812190.0,-89.21
3000.0,16.542,3206710.0,-91.042
3200.0,16.523,3010270.0,-90.537
3330.0,16.523,2892540.0,-90.254
4000.0,16.652,2389700.0,-89.162
4800.0,16.612,1995770.0,-89.217
5000.0,16.601,1917110.0,-89.23
6000.0,16.662,1591870.0,-89.34
6400.0,16.639,1494510.0,-89.333
6660.0,16.623,1437460.0,-89.329
8000.0,16.563,1201150.0,-89.317
9600.0,16.54,1002490.0,-89.587
10000.0,16.534,962545.0,-89.658
12000.0,16.49,804377.0,-89.449
12500.0,16.497,771806.0,-89.461
15000.0,16.526,642040.0,-89.505
16000.0,16.515,602305.0,-89.422
16600.0,16.508,580772.0,-89.376
20000.0,16.488,482602.0,-89.099
24000.0,16.436,403480.0,-89.286
25000.0,16.426,387568.0,-89.342
30000.0,16.469,322123.0,-89.254
32000.0,16.438,302550.0,-89.441
33300.0,16.426,290956.0,-89.575
40000.0,16.448,241905.0,-90.3
48000.0,16.39,202289.0,-89.56
50000.0,16.39,194200.0,-89.392
60000.0,16.33,162425.0,-89.243
64000.0,16.32,152367.0,-89.225
66600.0,16.314,146472.0,-89.216
80000.0,16.284,122161.0,-89.175
96000.0,16.263,101933.0,-89.188
100000.0,16.259,97877.7,-89.185
120000.0,16.231,81706.3,-89.177
125000.0,16.23,78444.1,-89.167
150000.0,16.222,65400.5,-89.132
160000.0,16.203,61384.1,-89.118
166000.0,16.192,59205.0,-89.108
200000.0,16.141,49296.8,-89.061
240000.0,16.116,41142.7,-89.044
250000.0,16.111,39510.0,-89.041
300000.0,16.076,32996.1,-89.023
320000.0,16.075,30936.0,-89.03
333000.0,16.074,29730.0,-89.036
400000.0,16.07,24756.3,-89.057
480000.0,16.046,20661.0,-88.977
500000.0,16.041,19840.5,-88.956
600000.0,16.023,16551.9,-88.954
640000.0,16.025,15515.6,-88.951
666000.0,16.027,14908.7,-88.95
800000.0,16.037,12403.5,-88.942
960000.0,16.058,10322.5,-88.899
1000000.0,16.342,9737.34,-88.902
