Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.87,10698500.0,-90.168
1200.0,14.082,9345590.0,-82.952
1250.0,13.853,9122970.0,-83.138
1500.0,13.048,8102740.0,-85.468
1600.0,13.352,7443500.0,-87.791
1660.0,13.558,7062680.0,-88.788
2000.0,14.73,5399340.0,-90.623
2400.0,14.77,4489340.0,-89.572
2500.0,14.795,4302700.0,-89.323
3000.0,14.643,3621780.0,-91.377
3200.0,14.626,3400520.0,-90.832
3330.0,14.629,3267200.0,-90.487
4000.0,14.764,2695160.0,-89.257
4800.0,14.73,2250810.0,-89.309
5000.0,14.72,2162040.0,-89.33
6000.0,14.787,1793630.0,-89.446
6400.0,14.765,1684150.0,-89.439
6660.0,14.751,1619820.0,-89.433
8000.0,14.695,1353620.0,-89.415
9600.0,14.677,1129470.0,-89.724
10000.0,14.675,1084550.0,-89.799
12000.0,14.635,906263.0,-89.562
12500.0,14.644,869469.0,-89.572
15000.0,14.678,722890.0,-89.617
16000.0,14.668,678118.0,-89.527
16600.0,14.663,653831.0,-89.471
20000.0,14.647,543246.0,-89.159
24000.0,14.6,454181.0,-89.37
25000.0,14.591,436287.0,-89.429
30000.0,14.638,362396.0,-89.329
32000.0,14.61,340421.0,-89.54
33300.0,14.599,327383.0,-89.691
40000.0,14.625,272046.0,-90.504
48000.0,14.572,227536.0,-89.671
50000.0,14.573,218415.0,-89.482
60000.0,14.517,182701.0,-89.312
64000.0,14.509,171389.0,-89.295
66600.0,14.504,164751.0,-89.283
80000.0,14.479,137387.0,-89.239
96000.0,14.462,114622.0,-89.255
100000.0,14.46,110060.0,-89.252
120000.0,14.437,91865.6,-89.245
125000.0,14.436,88187.2,-89.234
150000.0,14.435,73506.3,-89.2
160000.0,14.416,68993.4,-89.181
166000.0,14.406,66544.7,-89.17
200000.0,14.359,55412.4,-89.119
240000.0,14.339,46241.5,-89.105
250000.0,14.335,44404.4,-89.101
300000.0,14.305,37081.5,-89.083
320000.0,14.306,34763.6,-89.093
333000.0,14.306,33406.0,-89.094
400000.0,14.306,27810.5,-89.124
480000.0,14.284,23209.7,-89.036
500000.0,14.28,22287.2,-89.014
600000.0,14.265,18593.3,-89.011
640000.0,14.267,17428.2,-89.013
666000.0,14.268,16746.3,-89.01
800000.0,14.279,13931.0,-89.003
960000.0,14.297,11593.9,-88.959
1000000.0,14.59,10907.4,-88.954
