Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.04,11335300.0,-90.271
1200.0,13.208,9952770.0,-82.528
1250.0,13.025,9697960.0,-82.692
1500.0,12.227,8656680.0,-85.15
1600.0,12.51,7940250.0,-87.633
1660.0,12.716,7535800.0,-88.7
2000.0,13.905,5723320.0,-90.656
2400.0,13.939,4762660.0,-89.514
2500.0,13.958,4560330.0,-89.287
3000.0,13.807,3840660.0,-91.467
3200.0,13.79,3606350.0,-90.883
3330.0,13.792,3464860.0,-90.533
4000.0,13.928,2856570.0,-89.224
4800.0,13.892,2386510.0,-89.276
5000.0,13.885,2292270.0,-89.303
6000.0,13.953,1901080.0,-89.435
6400.0,13.931,1785040.0,-89.425
6660.0,13.918,1716940.0,-89.42
8000.0,13.863,1435100.0,-89.415
9600.0,13.842,1197710.0,-89.734
10000.0,13.842,1149860.0,-89.815
12000.0,13.803,960880.0,-89.565
12500.0,13.812,921872.0,-89.582
15000.0,13.847,766260.0,-89.635
16000.0,13.837,718852.0,-89.537
16600.0,13.833,693088.0,-89.482
20000.0,13.818,575851.0,-89.155
24000.0,13.772,481492.0,-89.384
25000.0,13.764,462526.0,-89.448
30000.0,13.812,384076.0,-89.348
32000.0,13.785,360803.0,-89.571
33300.0,13.774,346998.0,-89.731
40000.0,13.802,288266.0,-90.596
48000.0,13.751,241125.0,-89.719
50000.0,13.752,231450.0,-89.52
60000.0,13.7,193616.0,-89.344
64000.0,13.691,181622.0,-89.328
66600.0,13.686,174592.0,-89.316
80000.0,13.664,145584.0,-89.27
96000.0,13.65,121445.0,-89.29
100000.0,13.648,116608.0,-89.288
120000.0,13.627,97320.5,-89.282
125000.0,13.627,93425.6,-89.272
150000.0,13.627,77855.9,-89.234
160000.0,13.61,73080.6,-89.216
166000.0,13.601,70487.4,-89.207
200000.0,13.556,58695.3,-89.155
240000.0,13.539,48977.0,-89.138
250000.0,13.535,47031.1,-89.135
300000.0,13.507,39273.1,-89.117
320000.0,13.508,36816.2,-89.127
333000.0,13.508,35377.7,-89.13
400000.0,13.509,29449.5,-89.161
480000.0,13.49,24576.7,-89.069
500000.0,13.486,23600.3,-89.046
600000.0,13.471,19688.6,-89.046
640000.0,13.473,18455.2,-89.047
666000.0,13.474,17733.2,-89.043
800000.0,13.484,14752.1,-89.039
960000.0,13.501,12277.8,-88.994
1000000.0,13.787,11542.3,-89.001
