Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,14.145,11255700.0,-90.229
1200.0,13.31,9864170.0,-82.616
1250.0,13.129,9616010.0,-82.728
1500.0,12.298,8594070.0,-85.205
1600.0,12.621,7873560.0,-87.643
1660.0,12.829,7469230.0,-88.705
2000.0,14.013,5679400.0,-90.604
2400.0,14.027,4723810.0,-89.542
2500.0,14.064,4525680.0,-89.271
3000.0,13.913,3811030.0,-91.441
3200.0,13.894,3578850.0,-90.851
3330.0,13.898,3438810.0,-90.502
4000.0,14.029,2835600.0,-89.202
4800.0,13.995,2368420.0,-89.266
5000.0,13.988,2275340.0,-89.282
6000.0,14.055,1887230.0,-89.409
6400.0,14.033,1772070.0,-89.403
6660.0,14.019,1704460.0,-89.397
8000.0,13.964,1424770.0,-89.38
9600.0,13.944,1189060.0,-89.708
10000.0,13.941,1141550.0,-89.786
12000.0,13.902,954005.0,-89.542
12500.0,13.91,915294.0,-89.552
15000.0,13.945,760871.0,-89.604
16000.0,13.935,713771.0,-89.508
16600.0,13.93,688229.0,-89.451
20000.0,13.914,571839.0,-89.125
24000.0,13.868,478168.0,-89.353
25000.0,13.859,459326.0,-89.416
30000.0,13.907,381460.0,-89.314
32000.0,13.879,358355.0,-89.534
33300.0,13.867,344645.0,-89.695
40000.0,13.895,286330.0,-90.554
48000.0,13.843,239523.0,-89.681
50000.0,13.844,229921.0,-89.484
60000.0,13.789,192352.0,-89.308
64000.0,13.781,180432.0,-89.289
66600.0,13.776,173460.0,-89.28
80000.0,13.752,144646.0,-89.235
96000.0,13.737,120676.0,-89.254
100000.0,13.735,115870.0,-89.251
120000.0,13.712,96712.8,-89.243
125000.0,13.712,92844.1,-89.233
150000.0,13.711,77377.5,-89.195
160000.0,13.694,72634.2,-89.177
166000.0,13.684,70057.8,-89.169
200000.0,13.638,58341.9,-89.115
240000.0,13.619,48686.5,-89.101
250000.0,13.615,46752.4,-89.097
300000.0,13.586,39042.9,-89.079
320000.0,13.587,36601.7,-89.088
333000.0,13.587,35172.0,-89.092
400000.0,13.587,29280.7,-89.123
480000.0,13.566,24437.4,-89.031
500000.0,13.562,23466.7,-89.009
600000.0,13.546,19578.4,-89.008
640000.0,13.548,18352.2,-89.01
666000.0,13.549,17634.4,-89.006
800000.0,13.559,14670.6,-89.002
960000.0,13.575,12210.4,-88.957
1000000.0,13.861,11480.3,-88.966
