Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.0,16.85,9448460.0,-90.008
1200.0,16.034,8228700.0,-83.576
1250.0,15.825,7997650.0,-83.725
1500.0,15.029,7072310.0,-85.741
1600.0,15.309,6492860.0,-87.806
1660.0,15.535,6183870.0,-88.779
2000.0,16.69,4766760.0,-90.31
2400.0,16.706,3968790.0,-89.345
2500.0,16.736,3802970.0,-89.203
3000.0,16.582,3198920.0,-91.023
3200.0,16.561,3003470.0,-90.525
3330.0,16.561,2885930.0,-90.225
4000.0,16.69,2383790.0,-89.143
4800.0,16.65,1991180.0,-89.194
5000.0,16.638,1913060.0,-89.214
6000.0,16.698,1588550.0,-89.323
6400.0,16.671,1491310.0,-89.311
6660.0,16.658,1434310.0,-89.309
8000.0,16.595,1198420.0,-89.299
9600.0,16.57,1000410.0,-89.561
10000.0,16.566,960582.0,-89.631
12000.0,16.52,802714.0,-89.423
12500.0,16.528,770232.0,-89.434
15000.0,16.556,640777.0,-89.476
16000.0,16.544,601133.0,-89.395
16600.0,16.538,579614.0,-89.348
20000.0,16.517,481692.0,-89.071
24000.0,16.465,402723.0,-89.258
25000.0,16.455,386864.0,-89.311
30000.0,16.496,321566.0,-89.223
32000.0,16.466,302039.0,-89.411
33300.0,16.453,290476.0,-89.542
40000.0,16.474,241520.0,-90.267
48000.0,16.415,201984.0,-89.526
50000.0,16.415,193904.0,-89.358
60000.0,16.353,162185.0,-89.206
64000.0,16.343,152148.0,-89.19
66600.0,16.336,146266.0,-89.18
80000.0,16.305,121998.0,-89.138
96000.0,16.283,101804.0,-89.152
100000.0,16.279,97757.5,-89.149
120000.0,16.25,81610.5,-89.14
125000.0,16.248,78354.5,-89.129
150000.0,16.24,65328.1,-89.093
160000.0,16.22,61320.0,-89.078
166000.0,16.208,59144.0,-89.07
200000.0,16.155,49249.6,-89.023
240000.0,16.13,41106.0,-89.006
250000.0,16.124,39475.9,-89.003
300000.0,16.088,32970.1,-88.986
320000.0,16.086,30912.4,-88.991
333000.0,16.085,29708.0,-88.998
400000.0,16.08,24740.2,-89.019
480000.0,16.054,20649.4,-88.938
500000.0,16.05,19829.4,-88.918
600000.0,16.03,16544.3,-88.916
640000.0,16.032,15508.7,-88.913
666000.0,16.033,14902.3,-88.911
800000.0,16.042,12399.2,-88.903
960000.0,16.062,10319.8,-88.861
1000000.0,16.346,9734.99,-88.864
